acct_id,tx_date,amount,type
b1fd544c,20140620,-10.0,wd_atm_cash
3a6b211d,20140531,0.05053,sys_int_pmt
65d06278,20140620,5.0,sys_rev_of_dr
ff5e8131,20140620,5.0,sys_rev_of_dr
93e1b7d3,20140620,5.0,fee_pos_pos_kit
92ea0344,20140620,-100.0,wd_atm_cash
92ea0344,20140620,-1.0,wd_atm_cash
92ea0344,20140620,-100.0,wd_atm_cash
92ea0344,20140620,-1.0,wd_atm_cash
50e53442,20140620,-100.0,wd_atm_cash
92ea0344,20140620,-50.0,wd_atm_cash
029f9faa,20140620,5.0,sys_rev_of_dr
c42b8503,20140620,5.0,dep_pos_cash
b9424e15,20140620,-50.0,pos_wd_cash
b9424e15,20140620,-0.3,fee_pos_wd_cash
92ea0344,20140620,-1.0,wd_atm_cash
1e2ef005,20140620,5.0,sys_rev_of_dr
2410ecf9,20140620,5.0,sys_rev_of_dr
edfd8418,20140620,5.0,sys_rev_of_dr
b7c0fb5c,20140620,-10.0,pos_wd_cash
b7c0fb5c,20140620,-0.3,fee_pos_wd_cash
f8d736c0,20140620,-20.0,wd_atm_cash
12d51c7d,20140620,-300.0,pos_wd_cash
12d51c7d,20140620,-0.3,fee_pos_wd_cash
dc1d5a39,20140620,200.0,dep_pos_cash
4e6bcb5e,20140620,5.0,sys_rev_of_dr
f41a1c07,20140620,5.0,sys_rev_of_dr
a87b7608,20140621,-1.0,topup_mobile
1e3467ba,20140620,500.0,dep_pos_cash
0048fcaf,20140621,-5.0,wd_atm_cash
dc7d9e72,20140621,-100.0,wd_atm_cash
a87b7608,20140621,-0.05,fee_mob_bal_inq
bbeeda21,20140621,-100.0,wd_atm_cash
bbeeda21,20140621,-100.0,wd_atm_cash
bbeeda21,20140621,-100.0,wd_atm_cash
bbeeda21,20140621,-100.0,wd_atm_cash
dc7d9e72,20140621,-50.0,wd_atm_cash
325fbb34,20140531,-1.0,pos_wd_cash
b9424e15,20140621,-10.0,wd_atm_cash
ac22657e,20140911,-20.0,pos_wd_cash
ac22657e,20140911,-0.3,fee_pos_wd_cash
b7c0fb5c,20140623,15.0,dep_pos_cash
85782013,20140623,-100.0,wd_atm_cash
dc1d5a39,20140623,-50.0,wd_atm_cash
c63e8985,20140623,5.0,dep_pos_cash
b9424e15,20140623,-50.0,wd_atm_cash
92ea0344,20140623,-100.0,wd_atm_cash
92ea0344,20140623,-1.0,wd_atm_cash
6e8bae99,20140623,5.0,sys_rev_of_dr
a87b7608,20140623,-0.05,fee_mob_bal_inq
9e3b3a97,20140623,5.0,sys_rev_of_dr
ffa369f5,20140623,5.0,sys_rev_of_dr
5e875c01,20140623,-390.0,wd_atm_cash
5e875c01,20140623,400.0,dep_pos_cash
d4325575,20140623,5.0,sys_rev_of_dr
0745cc70,20140623,-200.0,pos_wd_cash
0745cc70,20140623,-0.3,fee_pos_wd_cash
b9e371d9,20140623,300.0,dep_pos_cash
7a081190,20140623,190.0,dep_pos_cash
a87b7608,20140623,-0.05,fee_mob_mini_stmt
a87b7608,20140623,-0.05,fee_mob_bal_inq
4fb89d2c,20140623,5.0,sys_rev_of_dr
c9233b13,20140623,-60.0,pos_wd_cash
98406508,20140623,-0.1,wd_atm_cash
11f848b0,20140825,-300.0,wd_atm_cash
3a6b211d,20140825,-400.0,wd_atm_cash
c9233b13,20140623,-0.3,fee_pos_wd_cash
a87b7608,20140623,-1.0,topup_mobile
5a2d291c,20140825,5.0,sys_rev_of_dr
a87b7608,20140623,-0.05,fee_mob_bal_inq
b6e5e6d6,20140825,-20.0,wd_atm_cash
4fc1fdfd,20140624,5.0,sys_rev_of_dr
199ba005,20140624,5.0,sys_rev_of_dr
a87b7608,20140624,-1.0,topup_mobile
a38e8cb8,20140624,-10.0,wd_atm_cash
a38e8cb8,20140624,-1.0,wd_atm_cash
a38e8cb8,20140624,-20.0,wd_atm_cash
a38e8cb8,20140624,-1.0,wd_atm_cash
3307c1fd,20140825,5.0,sys_rev_of_dr
33886f6b,20140624,-0.05,fee_mob_bal_inq
f08b4edf,20140624,50.0,dep_pos_cash
59a2733e,20140624,5.0,sys_rev_of_dr
954a034b,20140624,-200.0,wd_atm_cash
ab5da03e,20140624,-0.2,fee_pos_bal_inq
b9e371d9,20140624,-150.0,wd_atm_cash
b9424e15,20140624,-50.0,wd_atm_cash
b58a1e8d,20140624,5.0,sys_rev_of_dr
1e36c4ef,20140624,5.0,sys_rev_of_dr
80c2bb28,20140624,1400.0,dep_pos_cash
8bd4dd7f,20140624,5.0,sys_rev_of_dr
94417357,20140624,-150.0,wd_atm_cash
ab5da03e,20140624,-9.0,pos_wd_cash
ab5da03e,20140624,-1.0,fee_pos_wd_cash
406139c6,20140624,5.0,sys_rev_of_dr
7a081190,20140624,-100.0,wd_atm_cash
b6393e9f,20140825,-360.0,pos_wd_cash
b6393e9f,20140825,-0.3,fee_pos_wd_cash
f6c5bbc0,20140624,5.0,sys_rev_of_dr
7de85338,20140825,20.0,dep_pos_cash
1f5893b8,20140911,-1.0,topup_mobile
dabdcd2f,20140825,5.0,sys_rev_of_dr
6e1a6cce,20140825,-500.0,pos_wd_cash
6e1a6cce,20140825,-0.3,fee_pos_wd_cash
75c2e86e,20140531,-1.0,pos_wd_cash
96ee483d,20140825,5.0,sys_rev_of_dr
f59c3865,20140825,23.0,dep_pos_cash
734226fb,20141031,0.14161,sys_int_pmt
50e53442,20140825,-10.0,wd_atm_cash
85782013,20140625,-50.0,wd_atm_cash
cca8293f,20140825,-30.0,pos_wd_cash
cca8293f,20140825,-0.3,fee_pos_wd_cash
2447c6bb,20140625,5.0,sys_rev_of_dr
5dac87ee,20140625,30.0,dep_pos_cash
6e1a6cce,20140625,500.0,dep_pos_cash
491ac3bb,20140625,5.0,sys_rev_of_dr
58c71920,20140625,-200.0,wd_atm_cash
dc1d5a39,20140625,110.0,sys_rev_of_dr
b771f6d1,20140625,20.0,dep_pos_cash
d9358a6e,20150228,0.02044,sys_int_pmt
0996497f,20140625,5.0,sys_rev_of_dr
fde9ac1c,20140625,-20.0,wd_atm_cash
0745cc70,20140625,-100.0,pos_wd_cash
0745cc70,20140625,-0.3,fee_pos_wd_cash
a38e8cb8,20140625,-50.0,wd_atm_cash
a38e8cb8,20140625,-1.0,wd_atm_cash
b7b526b0,20140625,5.0,sys_rev_of_dr
605524a2,20140625,-0.05,fee_mob_mini_stmt
3e703752,20140825,5.0,sys_rev_of_dr
db622884,20140625,5.0,sys_rev_of_dr
d2a77321,20140825,5.0,sys_rev_of_dr
d12d8568,20140825,20.0,dep_pos_cash
73f8ec07,20140625,5.0,sys_rev_of_dr
dd1df8d0,20140625,5.0,sys_rev_of_dr
0c0d72f9,20140825,5.0,sys_rev_of_dr
d9358a6e,20140825,100.0,dep_pos_cash
57da3355,20140825,-50.0,wd_atm_cash
57da3355,20140825,-1.0,wd_atm_cash
ff5e8131,20150228,0.02072,sys_int_pmt
2560c9d6,20140626,20.0,dep_pos_cash
8f75d7cc,20140825,5.0,sys_rev_of_dr
e6188ea3,20140626,5.0,sys_rev_of_dr
93e525c9,20140531,-1.0,pos_wd_cash
78c64d57,20140626,-100.0,wd_atm_cash
81ec3372,20140626,5.0,sys_rev_of_dr
08058943,20140626,5.0,sys_rev_of_dr
b9e371d9,20140626,-50.0,pos_wd_cash
b9e371d9,20140626,-0.3,fee_pos_wd_cash
dc1d5a39,20140626,-50.0,wd_atm_cash
de4cf3fb,20140626,5.0,sys_rev_of_dr
f99da7b1,20140626,10.0,dep_pos_cash
ebb985b8,20140626,5.0,sys_rev_of_dr
7d871992,20140721,5.0,sys_rev_of_dr
0a40d5c9,20140721,-50.0,wd_atm_cash
53572612,20140825,5.0,sys_rev_of_dr
21315c03,20140627,-45.0,wd_atm_cash
36ecac8a,20140721,-200.0,wd_atm_cash
737a360d,20140627,300.0,dep_pos_cash
b9424e15,20140627,-50.0,wd_atm_cash
7a081190,20140627,-50.0,wd_atm_cash
21bc2b65,20140627,-400.0,pos_wd_cash
257f96b3,20140627,5.0,sys_rev_of_dr
50e53442,20150228,0.01988,sys_int_pmt
6bb1cf4e,20140627,5.0,sys_rev_of_dr
1e9682c5,20140721,5.0,sys_rev_of_dr
21bc2b65,20140627,-0.3,fee_pos_wd_cash
35745a58,20140724,30.0,dep_pos_cash
f75ed4c7,20140724,200.0,dep_pos_cash
1a3c87f8,20140724,-20.0,pos_wd_cash
1a3c87f8,20140724,-0.3,fee_pos_wd_cash
a38e8cb8,20140724,-50.0,wd_atm_cash
a38e8cb8,20140724,-50.0,wd_atm_cash
a38e8cb8,20140724,-1.0,wd_atm_cash
12d51c7d,20140721,-50.0,pos_wd_cash
12d51c7d,20140721,-0.3,fee_pos_wd_cash
b39bd81a,20140915,-100.0,wd_atm_cash
f0b09441,20140718,5.0,sys_rev_of_dr
1077acc9,20140915,-10.0,wd_atm_cash
1077acc9,20140915,-10.0,wd_atm_cash
35745a58,20140724,-30.0,wd_atm_cash
f567e644,20140724,-25.0,pos_wd_cash
f567e644,20140724,-1.0,fee_pos_wd_cash
c79bb135,20140724,-10.0,wd_atm_cash
94bc4089,20140724,5.0,sys_rev_of_dr
57da3355,20140915,-20.0,wd_atm_cash
57da3355,20140915,-1.0,wd_atm_cash
d49286a0,20140724,5.0,sys_rev_of_dr
88d9c346,20140724,5.0,sys_rev_of_dr
57da3355,20140724,290.0,dep_pos_cash
da940202,20140724,-89.0,pos_wd_cash
da940202,20140724,-0.3,fee_pos_wd_cash
7624149c,20140915,-30.0,wd_atm_cash
8cea25d4,20140714,5.0,sys_rev_of_dr
c79bb135,20140724,-7.0,topup_mobile
5dac87ee,20140724,-50.0,wd_atm_cash
3a6b211d,20140714,-50.0,wd_atm_cash
7b1c06aa,20140714,5.0,sys_rev_of_dr
b9424e15,20140714,-40.0,wd_atm_cash
ebb985b8,20140724,2000.0,dep_pos_cash
503bd218,20140724,5.0,sys_rev_of_dr
fe0faf6f,20151021,1000.0,dep_pos_cash
cca8293f,20140915,-70.0,wd_atm_cash
85782013,20140714,100.0,dep_pos_cash
a406d5a0,20140714,100.0,sys_rev_of_dr
1056d429,20140724,5.0,sys_rev_of_dr
84bfc564,20140714,5.0,sys_rev_of_dr
8638871c,20140714,-200.0,pos_wd_cash
8638871c,20140714,-0.3,fee_pos_wd_cash
8d79b488,20140714,200.0,dep_pos_cash
a406d5a0,20140714,-100.0,wd_atm_cash
a406d5a0,20140714,-40.0,wd_atm_cash
5dac87ee,20140724,30.0,dep_pos_cash
a57679db,20140714,5.0,sys_rev_of_dr
af67426e,20140714,20.0,dep_pos_cash
ebb985b8,20140714,300.0,dep_pos_cash
b364832f,20140714,5.0,sys_rev_of_dr
a406d5a0,20140714,40.0,sys_rev_of_dr
cf729268,20140714,150.0,dep_pos_cash
c93337af,20140915,5.0,sys_rev_of_dr
f567e644,20140714,-80.0,pos_wd_cash
f567e644,20140714,-0.3,fee_pos_wd_cash
b4b8377d,20141031,0.02325,sys_int_pmt
3e6ddaed,20141031,0.07161,sys_int_pmt
3ff9fb9c,20140915,5.0,dep_pos_cash
3c64149a,20140714,5.0,sys_rev_of_dr
c58a8612,20140915,50.0,dep_pos_cash
7447c99d,20140812,5.0,sys_rev_of_dr
5a341cb6,20140812,5.0,sys_rev_of_dr
158b283e,20140812,4.0,dep_pos_cash
c41b11d9,20140915,-200.0,wd_atm_cash
c41b11d9,20140915,200.0,sys_rev_of_dr
c41b11d9,20140915,-200.0,wd_atm_cash
937c3bfa,20140915,5.0,sys_rev_of_dr
cca8293f,20140812,100.0,dep_pos_cash
935bc4db,20140915,100.0,dep_pos_cash
e3f72c7a,20140812,5.0,sys_rev_of_dr
33886f6b,20140812,-0.05,fee_mob_mini_stmt
c3dfcf31,20140915,-10.0,wd_atm_cash
62893790,20140812,200.0,dep_pos_cash
215b1442,20140915,5.0,sys_rev_of_dr
4b1e2104,20140915,5.0,sys_rev_of_dr
05d3630c,20140812,213.0,dep_pos_cash
7fdeb0a5,20140812,5.0,sys_rev_of_dr
8ea01846,20140812,5.0,sys_rev_of_dr
5aafa9de,20140812,5.0,sys_rev_of_dr
afa150a0,20140915,5.0,sys_rev_of_dr
257f96b3,20140812,-5.0,pos_wd_cash
257f96b3,20140812,-0.3,fee_pos_wd_cash
c35e8e9f,20140812,-20.0,wd_atm_cash
f399d67e,20140812,5.0,sys_rev_of_dr
f399d67e,20140812,270.0,dep_pos_cash
f399d67e,20140812,200.0,dep_pos_cash
f399d67e,20140812,200.0,dep_pos_cash
21a480d6,20140829,280.0,dep_pos_cash
2789bedb,20140829,5.0,sys_rev_of_dr
96ba1e4f,20140829,5.0,sys_rev_of_dr
0177dc26,20140829,5.0,sys_rev_of_dr
afc0e1e5,20140915,5.0,sys_rev_of_dr
020c3f26,20140915,5.0,sys_rev_of_dr
490efe28,20140812,5.0,sys_rev_of_dr
b9424e15,20140714,-20.0,wd_atm_cash
7793bc35,20140812,5.0,sys_rev_of_dr
895a829b,20140915,100.0,dep_pos_cash
5dac87ee,20140715,30.0,dep_pos_cash
67b62067,20140813,-0.1,wd_atm_cash
67b62067,20140813,50.0,dep_pos_cash
05d3630c,20140813,-210.0,wd_atm_cash
5dac87ee,20140823,-60.0,wd_atm_cash
90401093,20140813,30.0,dep_pos_cash
895a829b,20140823,-100.0,wd_atm_cash
3bac45f7,20140813,-100.0,pos_wd_cash
3bac45f7,20140813,-0.3,fee_pos_wd_cash
9f5edf57,20150228,0.8278,sys_int_pmt
21a480d6,20140813,5.0,sys_rev_of_dr
62893790,20140813,400.0,dep_pos_cash
6040c5ac,20140813,-40.0,pos_wd_cash
6040c5ac,20140813,-0.3,fee_pos_wd_cash
747265a4,20140813,5.0,sys_rev_of_dr
ac22657e,20140813,-0.2,fee_pos_mini_stmt
f4c9604b,20140813,5.0,sys_rev_of_dr
f4c9604b,20140813,500.0,dep_pos_cash
67e32200,20150129,100.0,dep_pos_cash
d12d8568,20140813,5.0,sys_rev_of_dr
ac22657e,20140813,120.0,dep_pos_cash
7d9ef09b,20140915,50.0,sys_rev_of_dr
70a5adaa,20140813,-30.0,misc_dr_ebk
fbd275f5,20141031,0.4305,sys_int_pmt
f567e644,20140718,-120.0,pos_wd_cash
f567e644,20140718,-0.3,fee_pos_wd_cash
3e413910,20140813,5.0,sys_rev_of_dr
cca8293f,20140718,5.0,sys_rev_of_dr
fa97301d,20140813,5.0,sys_rev_of_dr
054b960d,20140813,20.0,dep_pos_cash
0a40d5c9,20140718,-50.0,pos_wd_cash
0a40d5c9,20140718,-0.3,fee_pos_wd_cash
9a904598,20140915,100.0,sys_rev_of_dr
9a4ab9ab,20140718,5.0,sys_rev_of_dr
5d5d66e1,20140718,5.0,sys_rev_of_dr
ae7fe395,20140718,250.0,dep_pos_cash
b9424e15,20140718,-15.0,wd_atm_cash
a6b93781,20140718,5.0,sys_rev_of_dr
34e1472b,20140718,5.0,sys_rev_of_dr
b1fd544c,20140718,-5.0,wd_atm_cash
7e90a3e1,20140718,5.0,sys_rev_of_dr
cca8293f,20140718,190.0,dep_pos_cash
206d7ddf,20140819,50.0,dep_pos_cash
f0bd320e,20140718,5.0,sys_rev_of_dr
cb7a0f81,20140718,5.0,sys_rev_of_dr
57da3355,20140819,-1.0,topup_mobile
2aaa8bb8,20140819,-90.0,pos_wd_cash
2aaa8bb8,20140819,-0.3,fee_pos_wd_cash
62893790,20140819,-45.0,pos_wd_cash
62893790,20140819,-0.3,fee_pos_wd_cash
14d44a5f,20140819,100.0,dep_pos_cash
57da3355,20140819,-200.0,wd_atm_cash
57da3355,20140819,-1.0,wd_atm_cash
f4c9604b,20140819,-50.0,pos_wd_cash
f4c9604b,20140819,-0.3,fee_pos_wd_cash
490efe28,20140819,120.0,dep_pos_cash
07ceb532,20140819,5.0,sys_rev_of_dr
ec863504,20140819,5.0,sys_rev_of_dr
9f39334f,20140819,-80.0,wd_atm_cash
a597ee3c,20140819,150.0,dep_pos_cash
2601906a,20140829,-50.0,pos_wd_cash
2601906a,20140829,-0.3,fee_pos_wd_cash
ff5e8131,20140829,300.0,dep_pos_cash
91535637,20140819,1000.0,dep_pos_cash
c26cc8f6,20140819,-10.0,pos_wd_cash
c26cc8f6,20140819,-0.3,fee_pos_wd_cash
c26cc8f6,20140819,-20.0,pos_wd_cash
c26cc8f6,20140819,-0.3,fee_pos_wd_cash
0ae65500,20140819,5.0,sys_rev_of_dr
3a6b211d,20140915,-200.0,wd_atm_cash
3a6b211d,20140915,-1.0,wd_atm_cash
91535637,20140819,5.0,sys_rev_of_dr
8062d32a,20140915,-9.0,pos_wd_cash
8062d32a,20140915,-0.3,fee_pos_wd_cash
57da3355,20140915,-1.0,topup_mobile
bd1e253d,20140915,-120.0,pos_wd_cash
bd1e253d,20140915,-0.3,fee_pos_wd_cash
5dac87ee,20140915,-35.0,wd_atm_cash
1f5893b8,20141031,0.20629,sys_int_pmt
7624149c,20140915,-20.0,wd_atm_cash
5f902d01,20140915,-30.0,pos_wd_cash
5f902d01,20140915,-0.3,fee_pos_wd_cash
a16815d0,20140721,5.0,sys_rev_of_dr
249132f2,20141031,0.32579,sys_int_pmt
5964ae31,20140915,10.0,sys_rev_of_dr
54e3efbc,20140915,-200.0,wd_atm_cash
57da3355,20150917,1.0,sys_rev_of_dr
206f1faa,20141023,5.0,sys_rev_of_dr
9d5847eb,20140827,5.0,sys_rev_of_dr
902aa3ba,20141031,0.19349,sys_int_pmt
0e6415bb,20141031,0.00208,sys_int_pmt
11f848b0,20140804,-400.0,pos_wd_cash
11f848b0,20140804,-0.3,fee_pos_wd_cash
803300f3,20140804,250.0,dep_pos_cash
b55c4d26,20140804,-140.0,pos_wd_cash
b55c4d26,20140804,-0.3,fee_pos_wd_cash
9a904598,20140804,-60.0,wd_atm_cash
33d43e9f,20140804,5.0,sys_rev_of_dr
6e1a6cce,20140804,500.0,dep_pos_cash
6e3d6410,20140804,-110.0,wd_atm_cash
47b32911,20140804,5.0,sys_rev_of_dr
cb7a0f81,20140804,-30.0,wd_atm_cash
a0b2e734,20140804,-400.0,wd_atm_cash
fa1cf267,20140804,5.0,sys_rev_of_dr
a24adabb,20140804,180.0,dep_pos_cash
a38e8cb8,20140804,20.0,sys_rev_of_dr
36ecac8a,20140804,-200.0,wd_atm_cash
95e31673,20140804,-95.0,pos_wd_cash
95e31673,20140804,-0.3,fee_pos_wd_cash
0a40d5c9,20140804,50.0,sys_rev_of_dr
93e525c9,20140804,-120.0,wd_atm_cash
33f7d8b8,20140804,-0.2,fee_pos_mini_stmt
5f902d01,20140804,-90.0,pos_wd_cash
5f902d01,20140804,-0.3,fee_pos_wd_cash
da940202,20140804,100.0,dep_pos_cash
cca8293f,20140804,-150.0,wd_atm_cash
c35e8e9f,20140804,-70.0,wd_atm_cash
14b2cc17,20140804,-120.0,pos_wd_cash
14b2cc17,20140804,-0.3,fee_pos_wd_cash
07757836,20150228,0.02688,sys_int_pmt
7af13f0e,20141031,0.77237,sys_int_pmt
6ded52ee,20141023,5.0,sys_rev_of_dr
a406d5a0,20141031,0.43865,sys_int_pmt
4e64395c,20140531,-1.0,pos_wd_cash
fb178296,20141023,700.0,dep_pos_cash
92ea0344,20141031,0.06169,sys_int_pmt
3a6b211d,20141023,-200.0,pos_wd_cash
3a6b211d,20141023,-1.0,fee_pos_wd_cash
ff5e8131,20141023,-50.0,pos_wd_cash
ff5e8131,20141023,-0.3,fee_pos_wd_cash
01bc1e01,20141023,-40.0,wd_atm_cash
01bc1e01,20141023,-1.0,wd_atm_cash
3a6b211d,20141031,5.67889,sys_int_pmt
b22b9284,20141031,1.7869,sys_int_pmt
86108621,20141023,400.0,dep_pos_cash
85782013,20141023,150.0,dep_pos_cash
f11f7763,20150228,0.06098,sys_int_pmt
a7922be5,20141023,5.0,sys_rev_of_dr
3a6b211d,20141023,-0.2,fee_pos_mini_stmt
99b1a224,20141023,-0.05,fee_mob_bal_inq
d3100d6a,20141031,0.16144,sys_int_pmt
ff81749d,20141031,0.1413,sys_int_pmt
c41b11d9,20140827,5.0,sys_rev_of_dr
fa97301d,20141031,0.10396,sys_int_pmt
48d36023,20150228,0.021,sys_int_pmt
7447c99d,20141031,0.56573,sys_int_pmt
60b22215,20141031,0.21675,sys_int_pmt
45e095d7,20141031,8.0174,sys_int_pmt
b782f5a0,20141031,0.03906,sys_int_pmt
da9cb007,20140811,-0.3,misc_dr_ebk
da9cb007,20140811,-30.0,misc_dr_ebk
66dff592,20140811,50.0,dep_pos_cash
741b0df3,20141031,0.23622,sys_int_pmt
85782013,20140811,-50.0,wd_atm_cash
87146aa1,20141023,5.0,sys_rev_of_dr
0a40d5c9,20140811,-100.0,wd_atm_cash
0a40d5c9,20140811,-100.0,wd_atm_cash
ae7fe395,20141031,0.76508,sys_int_pmt
1f9a7bf7,20140811,5.0,sys_rev_of_dr
f3ca53e3,20140811,5.0,sys_rev_of_dr
da940202,20140811,30.0,dep_pos_cash
8f75d7cc,20141031,0.0175,sys_int_pmt
3d97a294,20140811,20.0,dep_pos_cash
fd9658c9,20141031,0.07006,sys_int_pmt
9988005a,20140811,-40.0,pos_wd_cash
9988005a,20140811,-0.3,fee_pos_wd_cash
b39bd81a,20140811,-50.0,txfr_mob_cardless_remit
b39bd81a,20140811,-0.3,fee_mob_cardless_remit
62893790,20140811,5.0,sys_rev_of_dr
6602d5ec,20140811,5.0,sys_rev_of_dr
0a40d5c9,20140811,-50.0,wd_atm_cash
257f96b3,20140811,10.0,dep_pos_cash
0fa56128,20141031,0.16889,sys_int_pmt
60b22215,20140811,-100.0,pos_wd_cash
60b22215,20140811,-0.3,fee_pos_wd_cash
bdf407df,20140811,5.0,sys_rev_of_dr
62893790,20140811,400.0,dep_pos_cash
518c696a,20140811,5.0,sys_rev_of_dr
67778e24,20140811,50.0,dep_pos_cash
21d3fdbd,20150228,0.014,sys_int_pmt
c26cc8f6,20140811,40.0,dep_pos_cash
1069f101,20140827,5.0,sys_rev_of_dr
6a0d13d3,20140827,5.0,sys_rev_of_dr
73452a9c,20150228,0.105,sys_int_pmt
e3a7bce7,20150228,0.01988,sys_int_pmt
1056d429,20140827,200.0,dep_pos_cash
9a904598,20140811,-50.0,wd_atm_cash
85782013,20140827,-30.0,wd_atm_cash
48fab36f,20141031,2.04197,sys_int_pmt
6dfdb029,20141031,1.22605,sys_int_pmt
0862b001,20140827,5.0,sys_rev_of_dr
902aa3ba,20140827,90.0,dep_pos_cash
cc6b68c5,20141023,5.0,sys_rev_of_dr
6f6cbec0,20140827,5.0,sys_rev_of_dr
85782013,20140827,-30.0,wd_atm_cash
2fbc1849,20141031,0.16356,sys_int_pmt
3e703752,20140827,20.0,dep_pos_cash
07ffcec4,20140827,5.0,sys_rev_of_dr
698a6a06,20140827,5.0,sys_rev_of_dr
5a341cb6,20150228,4.214,sys_int_pmt
cca8293f,20140827,-30.0,pos_wd_cash
cca8293f,20140827,-0.3,fee_pos_wd_cash
72bcd7a1,20150228,0.04928,sys_int_pmt
fb9226e3,20140827,5.0,sys_rev_of_dr
80dc733c,20151023,91.0,dep_pos_cash
e4014786,20150228,0.12376,sys_int_pmt
5964ae31,20150228,0.0225,sys_int_pmt
df5e17e8,20141031,0.0045,sys_int_pmt
67ed0bf3,20141031,0.05456,sys_int_pmt
7624149c,20141031,0.58651,sys_int_pmt
3ff9fb9c,20140821,15.0,dep_pos_cash
5fcb8229,20150228,0.014,sys_int_pmt
55fd5d16,20140821,5.0,sys_rev_of_dr
0afc4585,20150228,4.32395,sys_int_pmt
d0861524,20151021,10.0,sys_rev_of_dr
b6393e9f,20140821,150.0,dep_pos_cash
451fe306,20140531,-1.0,pos_wd_cash
0d428789,20141031,5.019,sys_int_pmt
726551eb,20140531,-1.0,pos_wd_cash
bfc57fc0,20141031,0.3692,sys_int_pmt
b0ab3a7f,20141031,2.9502,sys_int_pmt
84e017aa,20140821,5.0,sys_rev_of_dr
da940202,20141031,0.05588,sys_int_pmt
ad2bb2c0,20140821,5.0,sys_rev_of_dr
6b60f816,20140821,5.0,sys_rev_of_dr
0745cc70,20140821,-0.3,fee_pos_wd_cash
ebb985b8,20140821,30.0,dep_pos_cash
ebb985b8,20140821,270.0,dep_pos_cash
7af13f0e,20140821,100.0,dep_pos_cash
d393a6b2,20140821,-85.0,wd_atm_cash
c319480b,20140821,30.0,dep_pos_cash
71148971,20150228,0.01428,sys_int_pmt
3fe303ec,20150228,0.021,sys_int_pmt
a73f0dcb,20150228,2.39084,sys_int_pmt
0a40d5c9,20140829,-50.0,wd_atm_cash
e18b3a77,20140821,5.0,sys_rev_of_dr
646cf36d,20140821,5.0,sys_rev_of_dr
2631b46b,20140821,5.0,sys_rev_of_dr
00aad7f8,20140821,5.0,dep_pos_cash
45f9d5ee,20150228,0.0315,sys_int_pmt
054b960d,20140821,-100.0,pos_wd_cash
054b960d,20140821,-0.3,fee_pos_wd_cash
ca2d1227,20150228,0.0756,sys_int_pmt
776f9dc4,20150228,0.14644,sys_int_pmt
54e3efbc,20140821,5.0,sys_rev_of_dr
490efe28,20140821,130.0,dep_pos_cash
e1154a90,20150228,0.1745,sys_int_pmt
69b07b82,20150228,0.04493,sys_int_pmt
b7c0fb5c,20140821,30.0,dep_pos_cash
0745cc70,20140821,-100.0,pos_wd_cash
5f902d01,20140821,50.0,dep_pos_cash
cb84518a,20150228,0.71568,sys_int_pmt
b7c0fb5c,20140821,-60.0,pos_wd_cash
b7c0fb5c,20140821,-0.3,fee_pos_wd_cash
6e3d6410,20140821,-100.0,wd_atm_cash
6e3d6410,20140821,-20.0,wd_atm_cash
1f5893b8,20140902,-1.0,topup_mobile
a760a107,20140902,-50.0,wd_atm_cash
1ed9a7ff,20140902,5.0,sys_rev_of_dr
aaa9d176,20140821,-400.0,wd_atm_cash
245afa50,20141031,0.92132,sys_int_pmt
f4c9604b,20140821,-10.0,wd_atm_cash
93e525c9,20140821,200.0,dep_pos_cash
35b78f3b,20140821,5.0,sys_rev_of_dr
57da3355,20140816,-2.0,topup_mobile
04e850f2,20150228,0.1763,sys_int_pmt
3a6b211d,20140902,1700.0,dep_pos_cash
1161282b,20140902,140.0,dep_pos_cash
85782013,20140902,30.0,sys_rev_of_dr
6f6622b8,20140902,200.0,dep_pos_cash
9a904598,20140816,-15.0,wd_atm_cash
11f848b0,20140816,-300.0,wd_atm_cash
ec863504,20140902,110.0,dep_pos_cash
fade1906,20140902,5.0,sys_rev_of_dr
57da3355,20140902,-1.0,topup_mobile
705cfef0,20140816,210.0,dep_pos_cash
ebb985b8,20141031,0.66459,sys_int_pmt
24586c0c,20150228,0.01456,sys_int_pmt
bd1e253d,20141031,0.55087,sys_int_pmt
922ba6c6,20141023,-35.0,wd_atm_cash
cca8293f,20140816,250.0,dep_pos_cash
14d44a5f,20141031,0.48673,sys_int_pmt
62893790,20140816,-50.0,pos_wd_cash
62893790,20140816,-0.3,fee_pos_wd_cash
d3e9b9c3,20141023,100.0,dep_pos_cash
b02c1d64,20150228,0.021,sys_int_pmt
e0ad7073,20140920,-100.0,wd_atm_cash
2a0a0cbc,20140920,-100.0,wd_atm_cash
90401093,20140920,-20.0,pos_wd_cash
90401093,20140920,-0.3,fee_pos_wd_cash
57da3355,20140920,-1.5,topup_mobile
b7c0fb5c,20140920,-35.0,pos_wd_cash
b7c0fb5c,20140920,-1.0,fee_pos_wd_cash
ecf05b71,20140920,-20.0,wd_atm_cash
361ebdef,20141031,0.08232,sys_int_pmt
85734995,20140920,-5.0,topup_mobile
d12d8568,20141031,0.012,sys_int_pmt
0fa51c4e,20140920,-50.0,wd_atm_cash
0fa51c4e,20140920,-100.0,wd_atm_cash
b39bd81a,20140920,-70.0,wd_atm_cash
80c2bb28,20140920,-100.0,wd_atm_cash
bfc57fc0,20141023,-50.0,wd_atm_cash
