acct_id,bal_date,balance
ac22657e,20140911,363.6
6e8bae99,20140623,5.0
92ea0344,20140623,49.0
92ea0344,20140623,48.0
85782013,20140623,167.99015
c63e8985,20140623,10.0
5e875c01,20140623,10.0
dc1d5a39,20140623,154.0
a87b7608,20140623,14.45466
9e3b3a97,20140623,5.0
5e875c01,20140623,400.0
ffa369f5,20140623,5.0
7a081190,20140623,243.0
4fb89d2c,20140623,5.0
c9233b13,20140623,14.26932
98406508,20140623,-0.1
a87b7608,20140623,14.35466
a87b7608,20140623,14.30466
a87b7608,20140623,14.40466
d4325575,20140623,5.0
0745cc70,20140623,608.2
0745cc70,20140623,607.9
5a2d291c,20140825,5.0
11f848b0,20140825,2602.4
3a6b211d,20140825,1350.12494
b6e5e6d6,20140825,15.012
33886f6b,20140624,5.58
c9233b13,20140623,13.96932
a87b7608,20140623,14.50466
b9e371d9,20140623,305.0
4fc1fdfd,20140624,5.0
199ba005,20140624,5.0
a87b7608,20140624,13.30466
a38e8cb8,20140624,85.33545
a38e8cb8,20140624,84.33545
a38e8cb8,20140624,64.33545
a38e8cb8,20140624,63.33545
3307c1fd,20140825,5.0
954a034b,20140624,230.1199
f08b4edf,20140624,55.0
59a2733e,20140624,5.0
406139c6,20140624,5.0
b9424e15,20140624,141.4
ab5da03e,20140624,19.67487
b9e371d9,20140624,155.0
8bd4dd7f,20140624,5.0
94417357,20140624,40.55996
7a081190,20140624,143.0
f6c5bbc0,20140624,5.0
50e53442,20140825,15.09968
96ee483d,20140825,5.0
ab5da03e,20140624,10.67487
ab5da03e,20140624,9.67487
b6393e9f,20140825,14.29375
b6393e9f,20140825,13.99375
7de85338,20140825,626.0
b58a1e8d,20140624,5.0
1e36c4ef,20140624,5.0
80c2bb28,20140624,1550.0
dabdcd2f,20140825,5.0
6e1a6cce,20140825,7169.44447
6e1a6cce,20140825,7169.14447
d9358a6e,20150228,14.59941
1f5893b8,20140911,96.24863
cca8293f,20140825,515.259
cca8293f,20140825,514.959
f59c3865,20140825,63.0
734226fb,20141031,125.24125
2447c6bb,20140625,5.0
85782013,20140625,117.99015
5dac87ee,20140625,75.0
6e1a6cce,20140625,5622.84854
491ac3bb,20140625,5.0
b771f6d1,20140625,200.86568
58c71920,20140625,23.9
dc1d5a39,20140625,264.0
0996497f,20140625,5.0
fde9ac1c,20140625,8.0
0745cc70,20140625,507.9
0745cc70,20140625,507.6
a38e8cb8,20140625,13.33545
a38e8cb8,20140625,12.33545
605524a2,20140625,8.35
b7b526b0,20140625,5.0
db622884,20140625,5.0
d2a77321,20140825,5.0
d12d8568,20140825,25.0
8f75d7cc,20140825,5.0
73f8ec07,20140625,5.0
dd1df8d0,20140625,5.0
0c0d72f9,20140825,5.0
ff5e8131,20150228,14.81407
3e703752,20140825,5.0
e6188ea3,20140626,5.0
2560c9d6,20140626,25.0
81ec3372,20140626,5.0
d9358a6e,20140825,105.0
08058943,20140626,5.0
b9e371d9,20140626,105.0
b9e371d9,20140626,104.7
f99da7b1,20140626,15.0
ebb985b8,20140626,5.0
dc1d5a39,20140626,214.0
78c64d57,20140626,105.69144
de4cf3fb,20140626,5.0
57da3355,20140825,749.309
57da3355,20140825,748.309
21315c03,20140627,10.40151
737a360d,20140627,305.0
7d871992,20140721,5.0
53572612,20140825,5.0
36ecac8a,20140721,308.67113
0a40d5c9,20140721,84.7
b9424e15,20140627,91.4
7a081190,20140627,93.0
21bc2b65,20140627,232.7
21bc2b65,20140627,232.4
50e53442,20150228,14.28729
1e9682c5,20140721,5.0
257f96b3,20140627,5.0
6bb1cf4e,20140627,5.0
a38e8cb8,20140724,160.59199
a38e8cb8,20140724,110.59199
a38e8cb8,20140724,109.59199
35745a58,20140724,43.20835
f75ed4c7,20140724,202.0
1a3c87f8,20140724,125.19118
1a3c87f8,20140724,124.89118
35745a58,20140724,13.20835
b39bd81a,20140915,105.7
d49286a0,20140724,5.0
88d9c346,20140724,5.0
1077acc9,20140915,40.0
1077acc9,20140915,30.0
c79bb135,20140724,17.9904
12d51c7d,20140721,13.79265
12d51c7d,20140721,13.49265
57da3355,20140915,584.67837
57da3355,20140915,583.67837
7624149c,20140915,676.6605
f567e644,20140724,108.4
f567e644,20140724,107.4
f0b09441,20140718,5.0
94bc4089,20140724,5.0
57da3355,20140724,295.0
3a6b211d,20140714,79.89765
8cea25d4,20140714,5.0
da940202,20140724,11.0
da940202,20140724,10.7
c79bb135,20140724,10.9904
5dac87ee,20140724,65.0489
503bd218,20140724,5.0
7b1c06aa,20140714,5.0
b9424e15,20140714,150.1
fe0faf6f,20151021,2917.90802
85782013,20140714,118.64019
a406d5a0,20140714,110.168
ebb985b8,20140724,2505.0152
a57679db,20140714,5.0
a406d5a0,20140714,150.168
1056d429,20140724,5.0
5dac87ee,20140724,115.0489
cca8293f,20140915,464.61849
8638871c,20140714,1053.4
8638871c,20140714,1053.1
8d79b488,20140714,201.0
84bfc564,20140714,5.0
af67426e,20140714,43.0
a406d5a0,20140714,50.168
a406d5a0,20140714,10.168
b364832f,20140714,5.0
ebb985b8,20140714,505.0152
c93337af,20140915,5.0
cf729268,20140714,665.0
b4b8377d,20141031,25.01083
3e6ddaed,20141031,56.26527
f567e644,20140714,275.0
f567e644,20140714,274.7
3c64149a,20140714,5.0
7447c99d,20140812,5.0
3ff9fb9c,20140915,69.811
937c3bfa,20140915,5.0
c3dfcf31,20140915,45.0
cca8293f,20140812,145.259
c58a8612,20140915,105.0
c41b11d9,20140915,105.059
c41b11d9,20140915,305.059
c41b11d9,20140915,105.059
158b283e,20140812,4.0
5a341cb6,20140812,5.0
f399d67e,20140812,405.0
215b1442,20140915,5.0
4b1e2104,20140915,5.0
935bc4db,20140915,105.0
afa150a0,20140915,5.0
257f96b3,20140812,33.0
257f96b3,20140812,32.7
f399d67e,20140812,675.0
05d3630c,20140812,218.0
7fdeb0a5,20140812,5.0
62893790,20140812,605.0
e3f72c7a,20140812,5.0
33886f6b,20140812,5.07
f399d67e,20140812,200.0
f399d67e,20140812,400.0
96ba1e4f,20140829,5.0
0177dc26,20140829,5.0
7793bc35,20140812,5.0
21a480d6,20140829,285.0
2789bedb,20140829,5.0
afc0e1e5,20140915,5.0
020c3f26,20140915,5.0
c35e8e9f,20140812,35.0
8ea01846,20140812,5.0
5aafa9de,20140812,5.0
490efe28,20140812,5.0
b9424e15,20140714,130.1
895a829b,20140915,557.0
5dac87ee,20140715,135.0489
67b62067,20140813,3.9
5dac87ee,20140823,15.3296
67e32200,20150129,114.8
67b62067,20140813,53.9
90401093,20140813,35.0
3bac45f7,20140813,105.28388
3bac45f7,20140813,104.98388
6040c5ac,20140813,35.43394
6040c5ac,20140813,35.13394
05d3630c,20140813,8.0
9f5edf57,20150228,114.32889
21a480d6,20140813,5.0
747265a4,20140813,5.0
62893790,20140813,1005.0
d12d8568,20140813,5.0
70a5adaa,20140813,13.7
ac22657e,20140813,405.5
f4c9604b,20140813,5.0
3e413910,20140813,5.0
895a829b,20140823,258.0
fbd275f5,20141031,17.73948
fa97301d,20140813,5.0
7d9ef09b,20140915,404.2446
f567e644,20140718,154.7
f567e644,20140718,154.4
34e1472b,20140718,5.0
f4c9604b,20140813,505.0
9a904598,20140915,109.0
ac22657e,20140813,405.7
cca8293f,20140718,195.0
054b960d,20140813,105.0
9a4ab9ab,20140718,5.0
ae7fe395,20140718,255.0
b9424e15,20140718,115.1
a6b93781,20140718,5.0
0a40d5c9,20140718,135.0
0a40d5c9,20140718,134.7
7e90a3e1,20140718,5.0
cca8293f,20140718,190.0
f0bd320e,20140718,5.0
b1fd544c,20140718,11.39225
5d5d66e1,20140718,5.0
14d44a5f,20140819,105.0
206d7ddf,20140819,55.0
57da3355,20140819,1000.309
2aaa8bb8,20140819,11.69377
2aaa8bb8,20140819,11.39377
cb7a0f81,20140718,55.18544
62893790,20140819,9.4
62893790,20140819,9.1
07ceb532,20140819,5.0
91535637,20140819,5.0
f4c9604b,20140819,54.4
f4c9604b,20140819,54.1
490efe28,20140819,125.0
ec863504,20140819,5.0
a597ee3c,20140819,250.0
0ae65500,20140819,5.0
2601906a,20140829,250.1
2601906a,20140829,249.8
ff5e8131,20140829,605.0295
57da3355,20140819,800.309
57da3355,20140819,799.309
9f39334f,20140819,20.0
91535637,20140819,1005.0
c26cc8f6,20140819,35.0
c26cc8f6,20140819,34.7
c26cc8f6,20140819,14.7
c26cc8f6,20140819,14.4
3a6b211d,20140915,1884.0751
3a6b211d,20140915,1883.0751
8062d32a,20140915,10.4
8062d32a,20140915,10.1
7624149c,20140915,656.6605
57da3355,20140915,582.67837
bd1e253d,20140915,187.29202
bd1e253d,20140915,186.99202
5dac87ee,20140915,10.48876
5964ae31,20140915,20.0
5f902d01,20140915,115.95865
5f902d01,20140915,115.65865
a16815d0,20140721,5.0
54e3efbc,20140915,9.63
57da3355,20150917,6.37476
1f5893b8,20141031,93.2653
249132f2,20141031,77.16515
11f848b0,20140804,3202.7
11f848b0,20140804,3202.4
9d5847eb,20140827,5.0
206f1faa,20141023,5.0
803300f3,20140804,263.93443
6e1a6cce,20140804,7669.44447
9a904598,20140804,100.0
33d43e9f,20140804,5.0
902aa3ba,20141031,55.27798
0e6415bb,20141031,15.34688
6e3d6410,20140804,211.7
b55c4d26,20140804,7.56826
b55c4d26,20140804,7.26826
a0b2e734,20140804,98.0
fa1cf267,20140804,5.0
a24adabb,20140804,285.51894
95e31673,20140804,15.4004
95e31673,20140804,15.1004
36ecac8a,20140804,109.9771
47b32911,20140804,5.0
0a40d5c9,20140804,103.4
da940202,20140804,110.7072
a38e8cb8,20140804,251.26002
5f902d01,20140804,46.13251
5f902d01,20140804,45.83251
cb7a0f81,20140804,25.25125
07757836,20150228,19.28289
6ded52ee,20141023,5.0
3a6b211d,20141023,788.73163
3a6b211d,20141023,787.73163
93e525c9,20140804,21.0
33f7d8b8,20140804,203.8
c35e8e9f,20140804,110.0
14b2cc17,20140804,14.56615
14b2cc17,20140804,14.26615
a406d5a0,20141031,151.90017
fb178296,20141023,855.87259
01bc1e01,20141023,79.5
01bc1e01,20141023,78.5
3a6b211d,20141031,492.21052
cca8293f,20140804,45.259
7af13f0e,20141031,249.57817
92ea0344,20141031,49.86488
85782013,20141023,259.5426
b22b9284,20141031,407.5572
86108621,20141023,405.0
c41b11d9,20140827,5.0
ff81749d,20141031,25.74902
3a6b211d,20141023,787.53163
99b1a224,20141023,12.26762
60b22215,20141031,75.30147
45e095d7,20141031,5413.7218
a7922be5,20141023,5.0
f11f7763,20150228,9.14182
fa97301d,20141031,10.50396
ff5e8131,20141023,55.56379
ff5e8131,20141023,55.26379
d3100d6a,20141031,54.86144
48d36023,20150228,15.02175
87146aa1,20141023,1315.0
7447c99d,20141031,194.26573
0a40d5c9,20140811,203.4
0a40d5c9,20140811,103.4
ae7fe395,20141031,257.60689
8f75d7cc,20141031,14.7175
fd9658c9,20141031,55.28909
da9cb007,20140811,44.721
da9cb007,20140811,14.721
66dff592,20140811,50.0
da940202,20140811,140.7072
b782f5a0,20141031,35.14406
0a40d5c9,20140811,53.4
0fa56128,20141031,49.63043
85782013,20140811,18.82506
9988005a,20140811,30.35885
9988005a,20140811,30.05885
bdf407df,20140811,5.0
518c696a,20140811,5.0
b39bd81a,20140811,157.0
b39bd81a,20140811,156.7
62893790,20140811,5.0
1f9a7bf7,20140811,5.0
f3ca53e3,20140811,5.0
60b22215,20140811,95.69336
60b22215,20140811,95.39336
6602d5ec,20140811,5.0
67778e24,20140811,64.69349
741b0df3,20141031,105.50982
3d97a294,20140811,24.0
21d3fdbd,20150228,10.0145
62893790,20140811,405.0
9a904598,20140811,50.0
1069f101,20140827,5.0
6a0d13d3,20140827,5.0
73452a9c,20150228,105.105
e3a7bce7,20150228,14.12919
c26cc8f6,20140811,45.0
1056d429,20140827,204.0
257f96b3,20140811,38.0
85782013,20140827,88.82506
902aa3ba,20140827,254.72825
6dfdb029,20141031,406.77355
48fab36f,20141031,610.89761
85782013,20140827,118.82506
07ffcec4,20140827,5.0
698a6a06,20140827,5.0
3e703752,20140827,25.0
0862b001,20140827,5.0
cc6b68c5,20141023,5.0
cca8293f,20140827,484.959
cca8293f,20140827,484.659
fb9226e3,20140827,5.0
80dc733c,20151023,98.0
72bcd7a1,20150228,35.20384
5a341cb6,20150228,1079.20303
2fbc1849,20141031,115.22256
7624149c,20141031,26.29573
0d428789,20141031,1210.019
da940202,20141031,10.38834
e4014786,20150228,55.3943
5964ae31,20150228,0.74925
df5e17e8,20141031,30.0045
b0ab3a7f,20141031,1007.9502
5fcb8229,20150228,10.0409
0afc4585,20150228,926.19834
3ff9fb9c,20140821,20.0
646cf36d,20140821,5.0
0a40d5c9,20140829,43.1
2631b46b,20140821,5.0
ca2d1227,20150228,261.1003
b6393e9f,20140821,424.59375
84e017aa,20140821,5.0
ad2bb2c0,20140821,5.0
d393a6b2,20140821,10.1768
55fd5d16,20140821,5.0
71148971,20150228,10.13678
bfc57fc0,20141031,249.3692
0745cc70,20140821,204.7
6b60f816,20140821,5.0
00aad7f8,20140821,64.98435
45f9d5ee,20150228,105.0315
d0861524,20151021,10.0
e18b3a77,20140821,5.0
3fe303ec,20150228,15.02175
a73f0dcb,20150228,907.24361
776f9dc4,20150228,65.50993
ebb985b8,20140821,336.81725
ebb985b8,20140821,606.81725
7af13f0e,20140821,416.68683
490efe28,20140821,255.0
1f5893b8,20140902,97.24863
054b960d,20140821,45.0
054b960d,20140821,44.7
c319480b,20140821,35.0
5f902d01,20140821,95.83251
e1154a90,20150228,50.1979
69b07b82,20150228,2.21913
0745cc70,20140821,205.0
b7c0fb5c,20140821,124.37047
cb84518a,20150228,256.35285
a760a107,20140902,148.7
1ed9a7ff,20140902,5.0
245afa50,20141031,308.14752
54e3efbc,20140821,5.0
3a6b211d,20140902,3056.0751
57da3355,20140816,1001.309
b7c0fb5c,20140821,64.37047
b7c0fb5c,20140821,64.07047
6e3d6410,20140821,31.7
6e3d6410,20140821,11.7
ebb985b8,20141031,110.85053
aaa9d176,20140821,165.74845
f4c9604b,20140821,14.1
93e525c9,20140821,221.0
35b78f3b,20140821,5.0
85782013,20140902,148.9797
6f6622b8,20140902,205.0
1161282b,20140902,258.25035
922ba6c6,20141023,20.72947
04e850f2,20150228,235.1807
ec863504,20140902,115.0
fade1906,20140902,5.0
57da3355,20140902,634.97837
cca8293f,20140816,545.259
24586c0c,20150228,10.42508
62893790,20140816,1055.0
62893790,20140816,1054.7
14d44a5f,20141031,225.81384
9a904598,20140816,5.0
11f848b0,20140816,2902.4
705cfef0,20140816,285.57272
bd1e253d,20141031,188.26001
d3e9b9c3,20141023,107.5
90401093,20140920,15.0225
90401093,20140920,14.7225
e0ad7073,20140920,204.0
b39bd81a,20140920,35.7
b02c1d64,20150228,15.02575
0fa51c4e,20140920,405.0
b7c0fb5c,20140920,118.34077
b7c0fb5c,20140920,117.34077
ecf05b71,20140920,85.0
361ebdef,20141031,14.50462
2a0a0cbc,20140920,508.70846
b7c0fb5c,20140920,153.64077
b7c0fb5c,20140920,153.34077
85734995,20140920,326.0
80c2bb28,20140920,97.0
57da3355,20140920,704.17837
0fa51c4e,20140920,355.0
99b1a224,20141023,12.21762
d12d8568,20141031,10.5405
cca8293f,20141031,145.69371
b041282e,20141031,355.828
cb7a0f81,20141031,25.32448
57da3355,20141031,660.50209
b771f6d1,20150128,310.39352
07cce8a4,20150228,608.29285
8062d32a,20140902,100.0
bd7792a7,20140902,5.3
bd7792a7,20140902,5.0
2a0a0cbc,20140902,908.70846
4a8e6087,20141031,11.08864
d571c7bc,20150228,11.03114
c9676a1a,20150228,297.67496
1e3467ba,20140828,2676.06449
75c2e86e,20140828,20.0
ff5e8131,20140902,305.9864
ff5e8131,20140902,305.6864
851f8a65,20140902,15.0
cf729268,20141031,923.83808
b55c4d26,20140902,79.16483
b55c4d26,20140902,78.86483
b55c4d26,20140902,8.86483
b55c4d26,20140902,8.56483
3ff9fb9c,20140902,39.811
3ff9fb9c,20140902,44.811
0a40d5c9,20140828,93.1
bfc57fc0,20141023,250.0
9af2df34,20140828,5.0
91535637,20140828,805.0
91535637,20140828,804.7
cb47d768,20140828,5.0
151d94ee,20140828,5.0
5879ff37,20140828,907.2594
5879ff37,20140828,906.9594
ac22657e,20140828,285.2
ac22657e,20140828,284.9
38c7c07c,20140828,5.0
2a8a31f5,20140828,25.0
390ffaff,20140828,10.0
2a52dda9,20140828,5.0
57da3355,20140828,746.309
9638b94f,20140828,65.0
074d2b95,20140828,155.0
cf69627f,20140828,5.0
da940202,20140828,90.7072
fb4b27a6,20140828,11.0
f59c3865,20140828,68.0
2a96a963,20140828,5.0
5d06ef1c,20140828,5.0
a44eea31,20140828,5.0
7f78e724,20151023,680.2813
a38e8cb8,20140828,454.26002
1f5893b8,20140828,98.0344
9f5edf57,20140814,505.0
054b960d,20141031,44.94818
49c74393,20141031,13.14463
1b35270f,20141031,55.12825
7a081190,20140814,131.0
cca8293f,20140814,295.259
6e8bae99,20140814,18.0
1161282b,20140805,117.94805
57da3355,20140814,1003.309
a60e8167,20141031,24.55207
b6f161e3,20141031,64.67305
2a8a31f5,20140805,5.0
3e703752,20140902,45.003
4f075de2,20140805,5.0
054b960d,20140805,35.0
af67426e,20140805,7.0
a38e8cb8,20140805,51.26002
a38e8cb8,20140805,11.26002
a38e8cb8,20140805,10.26002
c26cc8f6,20140805,5.0
06554051,20140902,5.0
5879ff37,20140805,1302.2594
803300f3,20140805,233.93443
803300f3,20140805,233.63443
f399d67e,20140814,635.0
2601906a,20140805,300.1
57da3355,20140805,504.659
57da3355,20140805,504.359
879c0663,20140805,5.0
3a6b211d,20140805,1750.12494
c401faeb,20140805,5.0
f7401d13,20140805,245.30241
c63e8985,20140805,10.0155
ae07169b,20140805,5.0
5879ff37,20141031,1723.84586
c4bd505e,20141031,56.37392
e0371293,20140902,5.0
21822450,20140805,5.0
6cfa422e,20140805,5.0
1e88cdc1,20140805,5.0
aaa9d176,20140902,67.12675
dc27a320,20151021,231.28023
56876e95,20140805,5.0
d825d7e4,20140805,40.0
33f7d8b8,20140805,8.8
33f7d8b8,20140805,8.5
05d98be2,20140805,10.0
ec863504,20140902,15.0
7d0a958d,20140805,5.0
1f5893b8,20140806,100.1844
5468d58f,20150129,94.6485
aaa9d176,20141031,1168.38312
cb13f1c8,20141031,25.0135
2f20737a,20140902,201.8
2f20737a,20140902,201.5
c35e8e9f,20140806,55.0
ce06ac22,20141031,205.8129
60b22215,20140806,255.99336
0a7f9c42,20141031,50.004
638505b1,20150228,104.41251
6f6cbec0,20140827,5.0
c972f84d,20140806,5.0
99b1a224,20141031,12.41436
d1b5bfa2,20141031,24.43196
47b32911,20140806,55.0
47b32911,20140806,20.0
47b32911,20140806,19.7
ca6f0423,20140806,85.81415
ca6f0423,20140806,85.51415
92561694,20140806,40.0
47b32911,20141031,29.78514
8af0122f,20141031,50.3138
523ad820,20141031,45.42521
973ea800,20141031,45.233
b7c0fb5c,20140806,94.37047
0745cc70,20140806,305.3
0745cc70,20140806,305.0
05d3630c,20140806,5.0
f01e940f,20140806,5.0
67ed0bf3,20141031,45.20331
01752969,20140806,5.0
4cf89386,20150228,90.1732
31cfdf26,20141031,105.1216
6c7a02dc,20141031,40.76116
646cf36d,20141031,25.05325
fe87e389,20140806,5.0
01bc1e01,20150228,16.74415
7ead10d5,20150228,155.2305
c745a143,20150228,114.20384
57da3355,20140806,854.359
26872019,20141031,55.28187
d9bfa699,20140806,5.0
3bac45f7,20140806,205.28388
93e1b7d3,20140806,73.0
0181ec41,20140814,5.0
d0a1a5d0,20150228,89.62064
89080f9d,20150228,55.24713
49638992,20150228,80.2416
21a480d6,20141031,286.7631
6a4af5d6,20141031,19.7625
3ff9fb9c,20141031,18.29236
0e639198,20141031,507.72522
1047d45e,20141031,306.32674
66b9a62c,20141031,25.03375
0ad20c85,20141031,55.07225
6414c424,20140806,5.0
6b5609d6,20141031,206.13255
afa150a0,20150228,239.76608
b83f2c99,20141031,24.9545
9986944d,20150228,10.41508
f7f2a31f,20150228,10.92042
c319480b,20141031,35.09
cfebe001,20150120,5.0
a11478a9,20150228,207.85717
770806ae,20150228,25.05179
0fbab6ca,20150228,13.6201
206d7ddf,20150228,10.66008
362a1f5a,20150228,204.12123
827d7402,20141031,25.03625
d7661a66,20150228,82.69993
9638b94f,20141031,14.9819
3e703752,20141031,14.35557
8af0122f,20140903,65.0525
b3117ee4,20150228,5.031
f52334c7,20150228,25.03625
9f5edf57,20141031,508.92042
d9358a6e,20141031,125.06673
ff5e8131,20141031,55.49437
f08b4edf,20141031,75.63106
0afc4585,20150120,556.26151
07757836,20141031,15.53
d07a689a,20140903,5.0
2601906a,20140903,448.8
9a904598,20140903,504.0
7624149c,20140903,706.6605
2d41f8e5,20140903,5.0
e4014786,20140903,5.0
d25e5969,20140903,5.0
1161282b,20140903,408.25035
fd9658c9,20140903,55.0975
57da3355,20141113,255.35209
57da3355,20141113,256.35209
12d51c7d,20141113,62.13362
842e9f6d,20141113,5.0
bbb2f3bf,20140903,5.0
bd7792a7,20140903,45.0
1b35270f,20140903,5.0
1cbf571b,20150228,15.02175
2601906a,20140903,198.8
2601906a,20140903,198.5
5964ae31,20140903,20.0
f59c3865,20140903,78.03388
e3a7bce7,20141031,400.042
2605c2f0,20141031,20.0425
5a341cb6,20141031,5009.1958
0a40d5c9,20140903,192.1
6f6622b8,20140903,405.0
4f075de2,20140903,24.0
4f075de2,20140903,23.7
a38e8cb8,20140903,23.42963
a9da57f0,20140903,5.0
3ff9fb9c,20140903,49.811
2a52dda9,20140903,205.0
776f9dc4,20141031,25.00075
4c375cb0,20140903,5.0
f3c2411b,20140903,5.0
e4014786,20141031,55.06075
5964ae31,20141031,20.028
01bc1e01,20141031,16.71979
72bcd7a1,20141031,35.03875
84b34017,20141031,105.57884
0afc4585,20141031,101.13456
1d984e86,20140903,5.0
69b07b82,20141031,40.006
0a40d5c9,20140903,142.1
0a40d5c9,20140903,92.1
705cfef0,20140903,206.06487
705cfef0,20140903,205.76487
12d51c7d,20141113,61.93362
1c13e34b,20140903,85.0
b02c1d64,20141031,10.0025
ce23f30d,20140814,5.0
d88b12c8,20140814,55.0
30bf599f,20140903,5.0
2a0a0cbc,20140814,806.05832
d7661a66,20141031,3530.02756
206d7ddf,20141031,85.24922
be2ca619,20141113,5.0
f399d67e,20140814,20.0
f399d67e,20140814,19.7
f399d67e,20140814,14.7
abc092c6,20140814,246.24051
a60e8167,20140814,35.0
935bc4db,20141031,205.74591
4bc8f55b,20141031,1005.6567
3d8e0b4b,20141113,5.0
95130b11,20150228,10.53537
0a40d5c9,20140814,23.4
0a40d5c9,20140814,23.1
097c4778,20141031,205.00298
2d41f8e5,20141031,150.57681
f567e644,20140814,27.75841
f567e644,20140814,27.45841
f9f5d208,20140814,5.0
3007316c,20150228,10.28501
2a52dda9,20141031,206.15205
097c4778,20150228,6.22544
66d69b2c,20150228,105.47226
85782013,20140818,98.82506
2d41f8e5,20150228,126.10243
5dac87ee,20140814,75.3296
57da3355,20141113,256.30209
57da3355,20141113,256.25209
0e6415bb,20151021,236.3872
d0861524,20151021,260.0
e18a4648,20150228,115.57309
4bc8f55b,20150228,820.70545
3007316c,20141113,105.0
f840b07c,20151021,21.1725
74bbb02e,20141113,10.0
4b1e2104,20141113,15.0
87146aa1,20141031,1467.8242
5f902d01,20141113,55.73938
5f902d01,20141113,55.43938
1c13e34b,20140820,5.0
902aa3ba,20140820,164.92825
902aa3ba,20140820,164.72825
87146aa1,20141113,1597.8242
8ea01846,20140820,285.0
803300f3,20140820,13.63443
5529bbd5,20150228,10.24128
07ceb532,20140820,15.0
31cfdf26,20140820,5.0
5de3cf1d,20140820,5.0
95316232,20140820,5.0
0fa56128,20140820,107.95924
c58a8612,20140820,5.0
0077521a,20140820,5.0
b7cd74e8,20140820,4.95
2f80594c,20141031,105.0257
80c2bb28,20141113,64.8
776f9dc4,20141113,65.00075
96b62e1c,20141031,255.7035
ec863504,20141031,9.43725
07b33187,20141031,200.209
61227b65,20150228,14.78986
74492a60,20141031,25.033
92561694,20141031,45.152
567b8261,20141031,255.59831
3c9b1f0d,20141031,395.2034
5eeadf1f,20141113,5.0
4f075de2,20141113,464.5
4f075de2,20141113,464.2
cd262e70,20141113,114.11423
ff18a99d,20150228,65.41567
a7b404aa,20141031,109.75596
722d0460,20141031,5524.99193
3e7b8c35,20141031,160.089
ea2375c0,20151023,541.25
6afede85,20141031,75.0572
2e8ea993,20141031,35.0075
380685bc,20141031,35.02
c58a8612,20141031,14.92019
7af13f0e,20141113,319.57817
1f5893b8,20141215,31.14569
5879ff37,20141113,2473.64586
cca8293f,20141113,315.69371
a7b404aa,20141113,314.45596
87146aa1,20150228,2737.22121
a7b404aa,20141113,484.45596
d5b46330,20141031,14.56125
bfbeac7c,20141031,39.81647
bd3a689e,20141031,20.002
53ae01f8,20141113,54.0
b6f161e3,20141113,10.67305
b6f161e3,20141113,10.37305
a46451b2,20150228,14.98357
d4d06ae1,20141031,11.21394
224b0015,20150228,275.88256
a28f41a0,20150228,1511.11114
f026e563,20141031,30.002
d385341c,20141113,5.0
07e22166,20151027,464.19698
69b07b82,20141113,145.006
1077acc9,20141031,21.2738
c8921f72,20150228,10.0145
0d2b92d0,20141031,125.4491
04f8e4e1,20141031,25.003
cd938d02,20141113,5.0
5c27d0f7,20141113,505.0
7af13f0e,20141113,309.57817
7af13f0e,20141113,329.57817
193186e9,20141031,10.0384
bae462cc,20141031,95.0664
8062d32a,20141031,13.30055
8ea01846,20141031,528.24199
8becd24f,20141031,25.00475
ecf05b71,20141031,15.27124
1c7ffe75,20150228,10.11479
cca8293f,20141215,50.26244
cca8293f,20141215,49.26244
57da3355,20140815,1002.309
57da3355,20140815,1003.309
b771f6d1,20141113,150.9683
b771f6d1,20141113,150.6683
05d3630c,20141113,104.7
ebac6d47,20150422,0.0
0fa56128,20140815,507.95924
b7cd74e8,20140815,5.0
7a081190,20141113,8.0
c0a94242,20141113,10.0
643dfe55,20140815,5.0
34aadf3b,20140815,5.0
0afc4585,20141113,586.93456
8f17b3f1,20140815,5.0
9cc53e0d,20141113,35.35678
60b22215,20140815,45.39336
60b22215,20140815,45.09336
741b0df3,20140815,5.0
722d0460,20141215,6801.18366
f75ed4c7,20141215,357.0
f2630cb0,20141031,5007.7965
c74c7cdc,20141031,105.0256
14d44a5f,20140815,5.0
f4c9604b,20140820,24.1
85734995,20140820,332.0
e0ad7073,20140815,5.0
973ea800,20140815,45.07488
257f96b3,20140815,22.7
257f96b3,20140815,22.4
81e0a144,20140815,5.0
935bc4db,20140815,5.0
1f3445a9,20150228,24.81424
0ff12de7,20140815,5.0
77e0b00b,20141031,65.1012
8062d32a,20140822,5.0
d2b6322b,20140822,5.0
62893790,20140815,1105.0
00aad7f8,20141031,76.14941
f4c9604b,20140815,305.0
f4c9604b,20140815,304.7
5350c042,20150228,15.3864
b55c4d26,20141031,41.52583
f4f9aac9,20140815,5.0
396cfbf5,20140815,5.0
207ea6ac,20140822,5.0
f59c3865,20140822,40.0
d9358a6e,20140822,5.0
468eb2d5,20140815,10.70397
9a904598,20140815,20.0
1ed66aff,20140822,5.0
ef0859b4,20141031,3.06476
c35e8e9f,20140815,15.0
ef0859b4,20141031,10.70976
ef0859b4,20141031,11.80476
1389a084,20140822,5.0
4df33060,20150228,25.09025
4ce69c71,20140822,5.0
215bdd5e,20150120,5.0
b55c4d26,20141031,116.76583
00aad7f8,20141031,172.75941
ab678d21,20150228,105.5061
6e3d6410,20141215,617.4
6e3d6410,20141215,867.4
d914c332,20150228,126.04389
5dac87ee,20141215,10.36461
5dac87ee,20141215,9.36461
646cf36d,20140822,25.0
6e3d6410,20141215,767.4
