date,gameid,hometeam,pitcherteam,total_pitches
6/14/2019,566021,NYM,NYM,16
6/14/2019,566021,NYM,STL,18
6/14/2019,566117,OAK,OAK,160
6/14/2019,566504,SF,MIL,113
6/14/2019,566504,SF,SF,162
6/14/2019,566699,TB,TB,174
6/14/2019,566993,MIN,MIN,98
6/14/2019,567202,ATL,PHI,177
6/14/2019,567394,MIA,PIT,133
6/15/2019,565450,COL,COL,158
6/15/2019,565642,HOU,TOR,123
6/15/2019,566994,MIN,KC,126
6/15/2019,564966,BAL,BAL,163
6/15/2019,566505,SF,MIL,149
6/15/2019,566505,SF,SF,157
6/15/2019,567299,CWS,CWS,168
6/15/2019,567395,MIA,MIA,117
6/15/2019,565251,CIN,NULL,1
6/15/2019,565251,CIN,CIN,144
6/15/2019,565545,DET,CLE,127
6/15/2019,565642,HOU,HOU,116
6/15/2019,565927,WSH,ARI,149
6/15/2019,565927,WSH,WSH,192
6/15/2019,566118,OAK,OAK,125
6/15/2019,566505,SF,NULL,1
6/15/2019,566700,TB,LAA,129
6/15/2019,566700,TB,TB,145
6/15/2019,566994,MIN,MIN,151
6/15/2019,567395,MIA,PIT,123
6/15/2019,564966,BAL,BOS,158
6/15/2019,565251,CIN,TEX,126
6/15/2019,565450,COL,SD,174
6/15/2019,565545,DET,DET,154
6/15/2019,565833,LAD,CHC,141
6/15/2019,565833,LAD,LAD,125
6/15/2019,566023,NYM,NYM,157
6/15/2019,566023,NYM,STL,140
6/15/2019,566118,OAK,SEA,164
6/15/2019,567203,ATL,ATL,168
6/15/2019,567203,ATL,PHI,159
6/15/2019,567299,CWS,NYY,148
6/16/2019,565252,CIN,CIN,155
6/16/2019,566701,TB,LAA,136
6/16/2019,566995,MIN,KC,202
6/16/2019,567204,ATL,PHI,157
6/16/2019,565546,DET,CLE,117
6/16/2019,565643,HOU,TOR,141
6/16/2019,566024,NYM,STL,146
6/16/2019,566119,OAK,SEA,133
6/16/2019,566506,SF,MIL,161
6/16/2019,566506,SF,SF,175
6/16/2019,566995,MIN,MIN,152
6/16/2019,567204,ATL,ATL,142
6/16/2019,567300,CWS,CWS,173
6/16/2019,567396,MIA,PIT,148
6/16/2019,564967,BAL,BAL,194
6/16/2019,565252,CIN,TEX,191
6/16/2019,565451,COL,COL,185
6/16/2019,565451,COL,SD,156
6/16/2019,565928,WSH,ARI,165
6/16/2019,565928,WSH,WSH,150
6/16/2019,564967,BAL,BOS,236
6/16/2019,565546,DET,DET,170
6/16/2019,565643,HOU,HOU,174
6/16/2019,565834,LAD,CHC,146
6/16/2019,565834,LAD,LAD,130
6/16/2019,566024,NYM,NYM,162
6/16/2019,566119,OAK,OAK,157
6/16/2019,566701,TB,TB,157
6/16/2019,567300,CWS,NYY,153
6/16/2019,567396,MIA,MIA,129
6/17/2019,566799,TEX,CLE,153
6/17/2019,566996,MIN,MIN,126
6/17/2019,567205,ATL,NULL,4
6/17/2019,567205,ATL,ATL,116
6/17/2019,565253,CIN,HOU,139
6/17/2019,565835,LAD,LAD,155
6/17/2019,565835,LAD,SF,133
6/17/2019,566120,OAK,OAK,117
6/17/2019,566313,SD,SD,129
6/17/2019,566407,SEA,KC,188
6/17/2019,566407,SEA,SEA,130
6/17/2019,566601,STL,STL,127
6/17/2019,566898,TOR,TOR,169
6/17/2019,566996,MIN,BOS,125
6/17/2019,567205,ATL,NYM,177
6/17/2019,567493,NYY,NYY,111
6/17/2019,566313,SD,MIL,152
6/17/2019,566601,STL,MIA,136
6/17/2019,566996,MIN,NULL,3
6/17/2019,567493,NYY,TB,139
6/17/2019,565253,CIN,CIN,161
6/17/2019,566120,OAK,NULL,2
6/17/2019,566120,OAK,BAL,129
6/17/2019,566799,TEX,TEX,135
6/17/2019,566898,TOR,LAA,129
6/18/2019,565254,CIN,HOU,126
6/18/2019,565836,LAD,LAD,137
6/18/2019,566121,OAK,OAK,122
6/18/2019,566211,PIT,PIT,154
6/18/2019,566899,TOR,LAA,109
6/18/2019,564863,ARI,ARI,143
6/18/2019,565254,CIN,NULL,1
6/18/2019,565254,CIN,CIN,136
6/18/2019,566314,SD,SD,121
6/18/2019,566408,SEA,KC,140
6/18/2019,566408,SEA,SEA,169
6/18/2019,566602,STL,MIA,135
6/18/2019,566800,TEX,TEX,172
6/18/2019,566899,TOR,TOR,129
6/18/2019,566997,MIN,BOS,224
6/18/2019,567206,ATL,ATL,170
6/18/2019,567494,NYY,NYY,152
6/18/2019,564863,ARI,COL,126
6/18/2019,565836,LAD,SF,142
6/18/2019,566121,OAK,BAL,169
6/18/2019,566211,PIT,DET,161
6/18/2019,566314,SD,MIL,130
6/18/2019,566800,TEX,CLE,146
6/18/2019,567206,ATL,NYM,123
6/18/2019,567494,NYY,TB,150
6/18/2019,565159,CHC,CHC,131
6/18/2019,565159,CHC,CWS,124
6/18/2019,566602,STL,STL,134
6/18/2019,566997,MIN,MIN,195
6/19/2019,565160,CHC,CWS,142
6/19/2019,565255,CIN,HOU,124
6/19/2019,565837,LAD,SF,165
6/19/2019,565931,WSH,NULL,1
6/19/2019,565931,WSH,WSH,142
6/19/2019,566122,OAK,OAK,155
6/19/2019,566315,SD,MIL,141
6/19/2019,566409,SEA,NULL,1
6/19/2019,566409,SEA,KC,155
6/19/2019,566409,SEA,SEA,144
6/19/2019,566603,STL,MIA,177
6/19/2019,566801,TEX,TEX,155
6/19/2019,566900,TOR,LAA,177
6/19/2019,566997,MIN,MIN,33
6/19/2019,567207,ATL,ATL,144
6/19/2019,567495,NYY,NYY,141
6/19/2019,567495,NYY,TB,187
6/19/2019,564864,ARI,ARI,114
6/19/2019,565160,CHC,CHC,172
6/19/2019,565929,WSH,PHI,124
6/19/2019,566122,OAK,BAL,150
6/19/2019,566801,TEX,NULL,1
6/19/2019,566801,TEX,CLE,162
6/19/2019,566900,TOR,TOR,184
6/19/2019,566997,MIN,BOS,35
6/19/2019,567207,ATL,NYM,153
6/19/2019,564864,ARI,COL,122
6/19/2019,565255,CIN,NULL,1
6/19/2019,565255,CIN,CIN,127
6/19/2019,565929,WSH,WSH,142
6/19/2019,565931,WSH,PHI,138
6/19/2019,566998,MIN,MIN,176
6/19/2019,565837,LAD,LAD,110
6/19/2019,566212,PIT,DET,143
6/19/2019,566212,PIT,PIT,125
6/19/2019,566315,SD,SD,162
6/19/2019,566603,STL,STL,154
6/19/2019,566998,MIN,BOS,144
6/20/2019,565838,LAD,SF,155
6/20/2019,566123,OAK,TB,164
6/20/2019,566604,STL,MIA,206
6/20/2019,566901,TOR,LAA,159
6/20/2019,567496,NYY,HOU,188
6/20/2019,567587,MIL,CIN,141
6/20/2019,564865,ARI,COL,207
6/20/2019,565739,KC,NULL,2
6/20/2019,565739,KC,KC,111
6/20/2019,565739,KC,MIN,122
6/20/2019,565932,WSH,PHI,136
6/20/2019,565932,WSH,WSH,162
6/20/2019,566123,OAK,NULL,1
6/20/2019,566123,OAK,OAK,127
6/20/2019,566604,STL,NULL,5
6/20/2019,566802,TEX,CLE,137
6/20/2019,567587,MIL,MIL,165
6/20/2019,564865,ARI,ARI,173
6/20/2019,565161,CHC,NYM,152
6/20/2019,566802,TEX,TEX,133
6/20/2019,566901,TOR,TOR,173
6/20/2019,565161,CHC,NULL,1
6/20/2019,565161,CHC,CHC,140
6/20/2019,565838,LAD,LAD,167
6/20/2019,566410,SEA,BAL,169
6/20/2019,566410,SEA,SEA,144
6/20/2019,566604,STL,STL,174
6/20/2019,566802,TEX,NULL,1
6/20/2019,567496,NYY,NYY,177
6/21/2019,564866,ARI,SF,149
6/21/2019,565061,BOS,BOS,190
6/21/2019,565353,CLE,CLE,160
6/21/2019,565740,KC,KC,172
6/21/2019,566124,OAK,TB,155
6/21/2019,566213,PIT,PIT,140
6/21/2019,567588,MIL,CIN,207
6/21/2019,564866,ARI,ARI,150
6/21/2019,565061,BOS,TOR,177
6/21/2019,565839,LAD,LAD,111
6/21/2019,566605,STL,LAA,155
6/21/2019,566803,TEX,CWS,162
6/21/2019,567096,PHI,PHI,125
6/21/2019,567497,NYY,HOU,125
6/21/2019,565162,CHC,CHC,137
6/21/2019,565933,WSH,WSH,146
6/21/2019,566124,OAK,OAK,152
6/21/2019,566213,PIT,SD,91
6/21/2019,566605,STL,STL,148
6/21/2019,567497,NYY,NULL,1
6/21/2019,567497,NYY,NYY,176
6/21/2019,567588,MIL,MIL,208
6/21/2019,565162,CHC,NYM,150
6/21/2019,565353,CLE,DET,138
6/21/2019,565740,KC,MIN,137
6/21/2019,565839,LAD,COL,108
6/21/2019,565933,WSH,ATL,143
6/21/2019,566411,SEA,BAL,179
6/21/2019,566411,SEA,SEA,144
6/21/2019,566803,TEX,TEX,149
6/21/2019,567096,PHI,MIA,128
6/22/2019,564867,ARI,SF,177
6/22/2019,565163,CHC,CHC,148
6/22/2019,565354,CLE,CLE,143
6/22/2019,565840,LAD,LAD,177
6/22/2019,566606,STL,LAA,119
6/22/2019,566804,TEX,CWS,151
6/22/2019,567097,PHI,PHI,111
6/22/2019,565062,BOS,TOR,172
6/22/2019,565163,CHC,NYM,134
6/22/2019,565354,CLE,DET,135
6/22/2019,565741,KC,KC,127
6/22/2019,565934,WSH,ATL,167
6/22/2019,566125,OAK,TB,121
6/22/2019,566214,PIT,PIT,167
6/22/2019,566412,SEA,BAL,157
6/22/2019,566606,STL,STL,157
6/22/2019,567498,NYY,HOU,145
6/22/2019,567589,MIL,CIN,159
6/22/2019,564867,ARI,ARI,139
6/22/2019,565840,LAD,COL,195
6/22/2019,566412,SEA,SEA,168
6/22/2019,566804,TEX,TEX,138
6/22/2019,567097,PHI,MIA,140
6/22/2019,567498,NYY,NYY,162
6/22/2019,565062,BOS,BOS,197
6/22/2019,565741,KC,MIN,142
6/22/2019,565934,WSH,WSH,172
6/22/2019,566125,OAK,OAK,139
6/22/2019,566214,PIT,SD,149
6/22/2019,566804,TEX,NULL,2
6/22/2019,567498,NYY,NULL,1
6/22/2019,567589,MIL,MIL,136
6/23/2019,565164,CHC,NYM,161
6/23/2019,566215,PIT,PIT,229
6/23/2019,566607,STL,LAA,149
6/23/2019,566607,STL,STL,194
6/23/2019,567098,PHI,MIA,147
6/23/2019,567499,NYY,HOU,152
6/23/2019,567590,MIL,CIN,156
6/23/2019,565063,BOS,BOS,146
6/23/2019,565164,CHC,CHC,121
6/23/2019,565355,CLE,DET,132
6/23/2019,566413,SEA,SEA,141
6/23/2019,566805,TEX,CWS,134
6/23/2019,564868,ARI,ARI,152
6/23/2019,565742,KC,KC,175
6/23/2019,565742,KC,MIN,133
6/23/2019,565841,LAD,COL,140
6/23/2019,565935,WSH,ATL,135
6/23/2019,566126,OAK,TB,148
6/23/2019,566413,SEA,BAL,178
6/23/2019,567098,PHI,PHI,146
6/23/2019,567590,MIL,MIL,126
6/23/2019,564868,ARI,SF,143
6/23/2019,565063,BOS,TOR,145
6/23/2019,565355,CLE,CLE,137
6/23/2019,565841,LAD,LAD,119
6/23/2019,565935,WSH,WSH,144
6/23/2019,566126,OAK,OAK,134
6/23/2019,566215,PIT,SD,205
6/23/2019,566805,TEX,TEX,149
6/23/2019,567499,NYY,NYY,133
6/24/2019,564869,ARI,ARI,150
6/24/2019,564869,ARI,LAD,137
6/24/2019,565064,BOS,BOS,153
6/24/2019,565064,BOS,CWS,165
6/24/2019,565165,CHC,ATL,133
6/24/2019,565356,CLE,KC,121
6/24/2019,567500,NYY,TOR,167
6/24/2019,565356,CLE,CLE,108
6/24/2019,566507,SF,COL,140
6/24/2019,567500,NYY,NYY,175
6/24/2019,565165,CHC,CHC,148
6/24/2019,566507,SF,SF,140
6/24/2019,567099,PHI,NYM,162
6/24/2019,567099,PHI,PHI,156
6/25/2019,564771,LAA,LAA,148
6/25/2019,564870,ARI,ARI,134
6/25/2019,564870,ARI,LAD,150
6/25/2019,564968,BAL,BAL,133
6/25/2019,565166,CHC,ATL,129
6/25/2019,565357,CLE,CLE,161
6/25/2019,565644,HOU,PIT,131
6/25/2019,566508,SF,SF,132
6/25/2019,567100,PHI,NYM,134
6/25/2019,567397,MIA,MIA,139
6/25/2019,567501,NYY,NYY,159
6/25/2019,564771,LAA,CIN,145
6/25/2019,564968,BAL,SD,135
6/25/2019,565356,CLE,KC,32
6/25/2019,565357,CLE,KC,160
6/25/2019,565547,DET,TEX,133
6/25/2019,566999,MIN,NULL,1
6/25/2019,567397,MIA,WSH,105
6/25/2019,565166,CHC,CHC,168
6/25/2019,565356,CLE,CLE,22
6/25/2019,565644,HOU,HOU,134
6/25/2019,566508,SF,NULL,1
6/25/2019,566508,SF,COL,126
6/25/2019,566608,STL,OAK,197
6/25/2019,566999,MIN,TB,154
6/25/2019,567100,PHI,PHI,148
6/25/2019,567397,MIA,NULL,2
6/25/2019,564771,LAA,NULL,1
6/25/2019,565065,BOS,BOS,153
6/25/2019,565065,BOS,CWS,145
6/25/2019,565547,DET,DET,145
6/25/2019,566608,STL,STL,138
6/25/2019,566999,MIN,MIN,121
6/25/2019,567501,NYY,TOR,115
6/25/2019,567591,MIL,NULL,5
6/25/2019,567591,MIL,MIL,191
6/25/2019,567591,MIL,SEA,158
6/26/2019,564772,LAA,LAA,134
6/26/2019,565066,BOS,BOS,170
6/26/2019,565066,BOS,CWS,160
6/26/2019,565167,CHC,CHC,141
6/26/2019,566509,SF,COL,151
6/26/2019,566609,STL,OAK,141
6/26/2019,567502,NYY,NYY,161
6/26/2019,564969,BAL,SD,159
6/26/2019,565358,CLE,CLE,166
6/26/2019,566509,SF,SF,148
6/26/2019,566609,STL,STL,142
6/26/2019,567000,MIN,MIN,142
6/26/2019,567502,NYY,NULL,1
6/26/2019,567592,MIL,MIL,182
6/26/2019,564772,LAA,CIN,152
6/26/2019,564871,ARI,ARI,157
6/26/2019,564871,ARI,LAD,140
6/26/2019,565167,CHC,ATL,138
6/26/2019,565358,CLE,KC,135
6/26/2019,565548,DET,DET,122
6/26/2019,565645,HOU,PIT,153
6/26/2019,567101,PHI,NYM,146
6/26/2019,567398,MIA,MIA,176
6/26/2019,567592,MIL,SEA,150
6/26/2019,564969,BAL,BAL,167
6/26/2019,565066,BOS,NULL,2
6/26/2019,565548,DET,TEX,108
6/26/2019,565645,HOU,HOU,194
6/26/2019,567000,MIN,TB,129
6/26/2019,567101,PHI,PHI,151
6/26/2019,567398,MIA,WSH,147
6/26/2019,567502,NYY,TOR,193
6/27/2019,564773,LAA,LAA,125
6/27/2019,564773,LAA,OAK,150
6/27/2019,565452,COL,COL,184
6/27/2019,565549,DET,NULL,1
6/27/2019,565549,DET,DET,151
6/27/2019,566512,SF,ARI,118
6/27/2019,567102,PHI,NYM,172
6/27/2019,567593,MIL,MIL,145
6/27/2019,567593,MIL,SEA,117
6/27/2019,565168,CHC,CHC,157
6/27/2019,565646,HOU,HOU,151
6/27/2019,565549,DET,TEX,138
6/27/2019,566512,SF,SF,143
6/27/2019,567001,MIN,MIN,268
6/27/2019,567102,PHI,PHI,140
6/27/2019,565168,CHC,ATL,137
6/27/2019,565452,COL,LAD,155
6/27/2019,565646,HOU,PIT,121
6/27/2019,567001,MIN,TB,233
6/27/2019,567102,PHI,NULL,4
6/27/2019,567399,MIA,MIA,128
6/27/2019,567399,MIA,WSH,139
6/28/2019,565256,CIN,CHC,158
6/28/2019,565647,HOU,HOU,164
6/28/2019,564774,LAA,LAA,158
6/28/2019,564970,BAL,BAL,147
6/28/2019,565453,COL,LAD,159
6/28/2019,566510,SF,ARI,113
6/28/2019,566510,SF,SF,155
6/28/2019,566902,TOR,KC,130
6/28/2019,567301,CWS,MIN,108
6/28/2019,567400,MIA,PHI,146
6/28/2019,564774,LAA,OAK,141
6/28/2019,564970,BAL,CLE,174
6/28/2019,565453,COL,COL,159
6/28/2019,565550,DET,DET,140
6/28/2019,565647,HOU,SEA,181
6/28/2019,566025,NYM,ATL,138
6/28/2019,566025,NYM,NYM,149
6/28/2019,566316,SD,STL,97
6/28/2019,566702,TB,TB,148
6/28/2019,566702,TB,TEX,125
6/28/2019,567594,MIL,MIL,136
6/28/2019,565256,CIN,CIN,145
6/28/2019,565550,DET,WSH,158
6/28/2019,566316,SD,SD,171
6/28/2019,566902,TOR,TOR,135
6/28/2019,567301,CWS,CWS,150
6/28/2019,567400,MIA,MIA,137
6/28/2019,567594,MIL,PIT,134
6/29/2019,564775,LAA,NULL,1
6/29/2019,565257,CIN,CIN,142
6/29/2019,565454,COL,LAD,107
6/29/2019,565648,HOU,SEA,161
6/29/2019,566026,NYM,NYM,143
6/29/2019,566317,SD,STL,167
6/29/2019,566703,TB,TB,151
6/29/2019,567302,CWS,CWS,163
6/29/2019,567401,MIA,PHI,143
6/29/2019,564775,LAA,OAK,121
6/29/2019,564971,BAL,CLE,174
6/29/2019,565648,HOU,NULL,4
6/29/2019,566026,NYM,ATL,166
6/29/2019,566317,SD,SD,154
6/29/2019,566511,SF,ARI,131
6/29/2019,566903,TOR,TOR,154
6/29/2019,567302,CWS,MIN,153
6/29/2019,564775,LAA,LAA,165
6/29/2019,564971,BAL,BAL,124
6/29/2019,565551,DET,WSH,146
6/29/2019,565648,HOU,HOU,186
6/29/2019,567401,MIA,MIA,160
6/29/2019,567595,MIL,PIT,137
6/29/2019,565257,CIN,CHC,145
6/29/2019,565454,COL,COL,139
6/29/2019,565551,DET,DET,156
6/29/2019,566511,SF,SF,164
6/29/2019,566703,TB,TEX,141
6/29/2019,566903,TOR,NULL,1
6/29/2019,566903,TOR,KC,162
6/29/2019,567595,MIL,MIL,128
6/30/2019,565552,DET,DET,153
6/30/2019,567596,MIL,PIT,167
6/30/2019,565455,COL,COL,186
6/30/2019,565649,HOU,SEA,154
6/30/2019,566027,NYM,ATL,132
6/30/2019,566027,NYM,NYM,159
6/30/2019,566318,SD,SD,176
6/30/2019,567303,CWS,CWS,131
6/30/2019,567402,MIA,MIA,186
6/30/2019,567596,MIL,MIL,145
6/30/2019,565258,CIN,CHC,171
6/30/2019,565258,CIN,CIN,146
6/30/2019,565455,COL,LAD,177
6/30/2019,565552,DET,WSH,138
6/30/2019,566513,SF,ARI,150
6/30/2019,566704,TB,TB,112
6/30/2019,566704,TB,TEX,134
6/30/2019,566904,TOR,TOR,153
6/30/2019,567402,MIA,PHI,144
6/30/2019,564776,LAA,LAA,165
6/30/2019,564776,LAA,OAK,144
6/30/2019,564972,BAL,BAL,137
6/30/2019,564972,BAL,CLE,140
6/30/2019,565649,HOU,HOU,146
6/30/2019,566318,SD,STL,189
6/30/2019,566513,SF,SF,154
6/30/2019,566904,TOR,KC,142
6/30/2019,567303,CWS,MIN,126
7/1/2019,565259,CIN,MIL,129
7/1/2019,566319,SD,NULL,1
7/1/2019,566705,TB,BAL,142
7/1/2019,566705,TB,TB,157
7/1/2019,565259,CIN,CIN,177
7/1/2019,566216,PIT,CHC,154
7/1/2019,566216,PIT,PIT,141
7/1/2019,566319,SD,SF,128
7/1/2019,566905,TOR,KC,157
7/1/2019,566319,SD,SD,181
7/1/2019,566905,TOR,TOR,110
7/2/2019,565456,COL,HOU,174
7/2/2019,565842,LAD,ARI,166
7/2/2019,565936,WSH,MIA,161
7/2/2019,566028,NYM,NYM,166
7/2/2019,566807,TEX,TEX,249
7/2/2019,565260,CIN,CIN,151
7/2/2019,565456,COL,COL,145
7/2/2019,565936,WSH,WSH,118
7/2/2019,566127,OAK,MIN,159
7/2/2019,566127,OAK,OAK,143
7/2/2019,566414,SEA,STL,161
7/2/2019,566706,TB,BAL,151
7/2/2019,566706,TB,TB,136
7/2/2019,566807,TEX,LAA,160
7/2/2019,565842,LAD,LAD,131
7/2/2019,566028,NYM,NYY,139
7/2/2019,566217,PIT,CHC,119
7/2/2019,566320,SD,SD,162
7/2/2019,567208,ATL,PHI,132
7/2/2019,565260,CIN,MIL,153
7/2/2019,565743,KC,CLE,137
7/2/2019,565743,KC,KC,185
7/2/2019,566217,PIT,PIT,132
7/2/2019,566320,SD,SF,147
7/2/2019,566414,SEA,SEA,157
7/2/2019,566906,TOR,BOS,164
7/2/2019,566906,TOR,TOR,158
7/2/2019,567208,ATL,ATL,124
7/3/2019,565261,CIN,MIL,137
7/3/2019,565457,COL,COL,113
7/3/2019,565843,LAD,ARI,153
7/3/2019,566029,NYM,NYY,137
7/3/2019,566415,SEA,STL,154
7/3/2019,566808,TEX,TEX,149
7/3/2019,566907,TOR,BOS,149
7/3/2019,565261,CIN,CIN,125
7/3/2019,565457,COL,HOU,156
7/3/2019,565744,KC,CLE,119
7/3/2019,565843,LAD,LAD,143
7/3/2019,566218,PIT,CHC,116
7/3/2019,566321,SD,SD,146
7/3/2019,566907,TOR,TOR,125
7/3/2019,567209,ATL,PHI,130
7/3/2019,567273,CWS,DET,151
7/3/2019,567305,CWS,CWS,170
7/3/2019,567305,CWS,DET,192
7/3/2019,565937,WSH,MIA,152
7/3/2019,565937,WSH,WSH,148
7/3/2019,566029,NYM,NYM,181
7/3/2019,566128,OAK,MIN,195
7/3/2019,566128,OAK,OAK,199
7/3/2019,566321,SD,SF,138
7/3/2019,567209,ATL,ATL,140
7/3/2019,565744,KC,KC,138
7/3/2019,566218,PIT,PIT,153
7/3/2019,566415,SEA,SEA,132
7/3/2019,566707,TB,BAL,145
7/3/2019,566707,TB,TB,168
7/3/2019,566808,TEX,LAA,148
7/3/2019,567273,CWS,CWS,162
7/4/2019,565262,CIN,MIL,110
7/4/2019,566416,SEA,STL,123
7/4/2019,566809,TEX,TEX,148
7/4/2019,567210,ATL,NULL,1
7/4/2019,567210,ATL,ATL,166
7/4/2019,565844,LAD,SD,131
7/4/2019,565938,WSH,MIA,146
7/4/2019,566708,TB,TB,168
7/4/2019,566809,TEX,LAA,175
7/4/2019,567210,ATL,PHI,171
7/4/2019,567306,CWS,CWS,166
7/4/2019,567306,CWS,DET,163
7/4/2019,565262,CIN,CIN,122
7/4/2019,565745,KC,CLE,156
7/4/2019,565745,KC,KC,183
7/4/2019,566219,PIT,CHC,124
7/4/2019,566416,SEA,SEA,126
7/4/2019,566908,TOR,BOS,161
7/4/2019,566908,TOR,TOR,168
7/4/2019,565844,LAD,LAD,141
7/4/2019,565938,WSH,WSH,167
7/4/2019,566129,OAK,MIN,146
7/4/2019,566129,OAK,OAK,155
7/4/2019,566219,PIT,PIT,158
7/4/2019,566708,TB,NYY,200
7/5/2019,565553,DET,BOS,123
7/5/2019,565845,LAD,LAD,123
7/5/2019,566220,PIT,MIL,185
7/5/2019,566220,PIT,PIT,182
7/5/2019,566417,SEA,SEA,141
7/5/2019,566514,SF,STL,146
7/5/2019,567002,MIN,TEX,160
7/5/2019,564872,ARI,ARI,141
7/5/2019,565845,LAD,SD,141
7/5/2019,566909,TOR,BAL,129
7/5/2019,564872,ARI,COL,124
7/5/2019,565650,HOU,HOU,133
7/5/2019,565650,HOU,LAA,137
7/5/2019,565939,WSH,KC,221
7/5/2019,566220,PIT,NULL,1
7/5/2019,566709,TB,NYY,178
7/5/2019,567211,ATL,ATL,122
7/5/2019,565553,DET,DET,144
7/5/2019,565939,WSH,WSH,195
7/5/2019,566030,NYM,NYM,156
7/5/2019,566030,NYM,PHI,127
7/5/2019,566417,SEA,OAK,121
7/5/2019,566514,SF,SF,189
7/5/2019,566709,TB,TB,166
7/5/2019,566909,TOR,TOR,149
7/5/2019,567002,MIN,MIN,139
7/5/2019,567211,ATL,MIA,107
7/6/2019,564873,ARI,COL,148
7/6/2019,565554,DET,DET,189
7/6/2019,565846,LAD,SD,145
7/6/2019,566221,PIT,NULL,1
7/6/2019,566418,SEA,SEA,121
7/6/2019,567003,MIN,MIN,155
7/6/2019,567211,ATL,MIA,22
7/6/2019,567307,CWS,CHC,144
7/6/2019,567307,CWS,CWS,175
7/6/2019,565651,HOU,LAA,133
7/6/2019,565940,WSH,KC,130
7/6/2019,566031,NYM,NYM,154
7/6/2019,566221,PIT,MIL,194
7/6/2019,566221,PIT,PIT,140
7/6/2019,566515,SF,STL,152
7/6/2019,566710,TB,NYY,109
7/6/2019,565263,CIN,CIN,156
7/6/2019,565263,CIN,CLE,120
7/6/2019,565553,DET,DET,33
7/6/2019,565846,LAD,LAD,110
7/6/2019,565940,WSH,WSH,135
7/6/2019,566031,NYM,PHI,130
7/6/2019,566515,SF,SF,135
7/6/2019,566710,TB,TB,180
7/6/2019,566910,TOR,BAL,115
7/6/2019,566910,TOR,TOR,149
7/6/2019,567211,ATL,ATL,35
7/6/2019,567212,ATL,ATL,3
7/6/2019,564873,ARI,ARI,137
7/6/2019,565553,DET,BOS,30
7/6/2019,565554,DET,BOS,167
7/6/2019,565651,HOU,HOU,149
7/6/2019,566418,SEA,OAK,125
7/6/2019,567003,MIN,TEX,153
7/7/2019,564874,ARI,ARI,123
7/7/2019,565554,DET,BOS,15
7/7/2019,565847,LAD,SD,126
7/7/2019,566419,SEA,NULL,3
7/7/2019,566516,SF,SF,120
7/7/2019,567213,ATL,NULL,2
7/7/2019,567213,ATL,ATL,139
7/7/2019,567213,ATL,MIA,141
7/7/2019,565264,CIN,CIN,184
7/7/2019,565555,DET,BOS,187
7/7/2019,565555,DET,DET,152
7/7/2019,565847,LAD,LAD,138
7/7/2019,566032,NYM,NYM,166
7/7/2019,566222,PIT,MIL,134
7/7/2019,566222,PIT,PIT,147
7/7/2019,566711,TB,NYY,139
7/7/2019,566032,NYM,PHI,134
7/7/2019,566419,SEA,OAK,161
7/7/2019,566419,SEA,SEA,148
7/7/2019,566711,TB,TB,139
7/7/2019,566911,TOR,BAL,134
7/7/2019,566911,TOR,TOR,147
7/7/2019,567004,MIN,MIN,192
7/7/2019,567004,MIN,TEX,173
7/7/2019,564874,ARI,NULL,1
7/7/2019,564874,ARI,COL,127
7/7/2019,565264,CIN,CLE,144
7/7/2019,565652,HOU,HOU,197
7/7/2019,565652,HOU,LAA,223
7/7/2019,565941,WSH,KC,123
7/7/2019,565941,WSH,WSH,142
7/7/2019,566516,SF,STL,96
7/7/2019,567004,MIN,NULL,1
7/7/2019,567308,CWS,CHC,150
7/7/2019,567308,CWS,CWS,131
7/11/2019,566810,TEX,TEX,139
7/11/2019,566810,TEX,HOU,134
7/12/2019,564777,LAA,LAA,103
7/12/2019,565169,CHC,PIT,143
7/12/2019,566610,STL,ARI,145
7/12/2019,566811,TEX,TEX,142
7/12/2019,567103,PHI,PHI,160
7/12/2019,567103,PHI,WSH,153
7/12/2019,565169,CHC,CHC,147
7/12/2019,565359,CLE,MIN,161
7/12/2019,566322,SD,SD,122
7/12/2019,566610,STL,STL,137
7/12/2019,566811,TEX,NULL,1
7/12/2019,567503,NYY,NYY,117
7/12/2019,567597,MIL,MIL,169
7/12/2019,567597,MIL,SF,164
7/12/2019,564777,LAA,SEA,196
7/12/2019,564973,BAL,BAL,163
7/12/2019,565458,COL,CIN,127
7/12/2019,565746,KC,NULL,1
7/12/2019,565746,KC,KC,159
7/12/2019,566130,OAK,CWS,146
7/12/2019,566130,OAK,OAK,144
7/12/2019,566322,SD,ATL,146
7/12/2019,566811,TEX,HOU,170
7/12/2019,567403,MIA,NULL,1
7/12/2019,564973,BAL,TB,128
7/12/2019,565069,BOS,BOS,126
7/12/2019,565069,BOS,LAD,131
7/12/2019,565359,CLE,CLE,174
7/12/2019,565458,COL,COL,122
7/12/2019,565746,KC,DET,136
7/12/2019,567403,MIA,MIA,154
7/12/2019,567403,MIA,NYM,128
7/12/2019,567503,NYY,TOR,142
7/13/2019,564778,LAA,SEA,144
7/13/2019,564974,BAL,BAL,158
7/13/2019,565360,CLE,NULL,1
7/13/2019,565459,COL,CIN,122
7/13/2019,566131,OAK,CWS,199
7/13/2019,566611,STL,ARI,132
7/13/2019,566812,TEX,TEX,193
7/13/2019,564778,LAA,LAA,159
7/13/2019,564974,BAL,TB,156
7/13/2019,565170,CHC,CHC,129
