date,gameid,hometeam,pitcherteam,total_pitches
8/6/2019,566234,PIT,MIL,146
8/6/2019,566234,PIT,PIT,164
8/6/2019,566721,TB,TB,153
8/6/2019,567018,MIN,MIN,166
8/6/2019,564886,ARI,PHI,147
8/6/2019,565182,CHC,OAK,130
8/6/2019,565276,CIN,CIN,158
8/6/2019,565276,CIN,LAA,157
8/6/2019,565520,DET,CWS,165
8/6/2019,565562,DET,CWS,165
8/6/2019,565662,HOU,HOU,160
8/6/2019,566040,NYM,MIA,136
8/6/2019,565084,BOS,BOS,144
8/6/2019,565182,CHC,CHC,145
8/6/2019,565662,HOU,COL,151
8/6/2019,565858,LAD,LAD,145
8/6/2019,566430,SEA,SD,149
8/6/2019,566430,SEA,SEA,152
8/6/2019,566721,TB,TOR,205
8/7/2019,564887,ARI,PHI,140
8/7/2019,564987,BAL,NYY,142
8/7/2019,565376,CLE,TEX,152
8/7/2019,565377,CLE,CLE,147
8/7/2019,565563,DET,CWS,127
8/7/2019,565563,DET,DET,203
8/7/2019,565663,HOU,HOU,142
8/7/2019,564887,ARI,ARI,158
8/7/2019,565085,BOS,BOS,170
8/7/2019,565183,CHC,CHC,123
8/7/2019,565663,HOU,COL,176
8/7/2019,566041,NYM,NYM,137
8/7/2019,566235,PIT,MIL,145
8/7/2019,566431,SEA,SEA,157
8/7/2019,566526,SF,SF,145
8/7/2019,566526,SF,WSH,158
8/7/2019,567019,MIN,ATL,173
8/7/2019,564987,BAL,BAL,194
8/7/2019,565085,BOS,KC,160
8/7/2019,565376,CLE,CLE,111
8/7/2019,565859,LAD,LAD,141
8/7/2019,566041,NYM,MIA,116
8/7/2019,566431,SEA,SD,138
8/7/2019,566722,TB,TOR,145
8/7/2019,567019,MIN,MIN,148
8/7/2019,565183,CHC,OAK,122
8/7/2019,565377,CLE,TEX,113
8/7/2019,565859,LAD,STL,133
8/7/2019,566235,PIT,PIT,161
8/7/2019,566722,TB,TB,158
8/8/2019,565086,BOS,BOS,115
8/8/2019,565086,BOS,LAA,118
8/8/2019,565277,CIN,CHC,170
8/8/2019,565277,CIN,CIN,181
8/8/2019,566527,SF,PHI,153
8/8/2019,566918,TOR,NYY,154
8/8/2019,567020,MIN,CLE,171
8/8/2019,566330,SD,SD,142
8/8/2019,566918,TOR,TOR,167
8/8/2019,567020,MIN,MIN,150
8/8/2019,567416,MIA,ATL,157
8/8/2019,567416,MIA,MIA,158
8/8/2019,565564,DET,KC,192
8/8/2019,566330,SD,COL,128
8/8/2019,565564,DET,DET,164
8/8/2019,566527,SF,SF,113
8/9/2019,564988,BAL,HOU,157
8/9/2019,565860,LAD,ARI,156
8/9/2019,565860,LAD,LAD,178
8/9/2019,566331,SD,COL,141
8/9/2019,566331,SD,SD,137
8/9/2019,566432,SEA,SEA,137
8/9/2019,566622,STL,PIT,139
8/9/2019,566919,TOR,NYY,157
8/9/2019,567319,CWS,CWS,155
8/9/2019,567417,MIA,MIA,149
8/9/2019,564988,BAL,BAL,149
8/9/2019,565278,CIN,CHC,116
8/9/2019,566528,SF,PHI,149
8/9/2019,567021,MIN,MIN,160
8/9/2019,565087,BOS,BOS,139
8/9/2019,565087,BOS,LAA,195
8/9/2019,565278,CIN,CIN,144
8/9/2019,565565,DET,DET,129
8/9/2019,565565,DET,KC,141
8/9/2019,566331,SD,NULL,2
8/9/2019,566528,SF,SF,155
8/9/2019,566919,TOR,TOR,150
8/9/2019,567021,MIN,NULL,1
8/9/2019,567021,MIN,CLE,133
8/9/2019,567609,MIL,MIL,211
8/9/2019,564988,BAL,NULL,1
8/9/2019,566042,NYM,NYM,164
8/9/2019,566042,NYM,WSH,139
8/9/2019,566432,SEA,TB,174
8/9/2019,566622,STL,STL,120
8/9/2019,567319,CWS,OAK,121
8/9/2019,567417,MIA,ATL,148
8/9/2019,567609,MIL,TEX,178
8/10/2019,566043,NYM,NYM,129
8/10/2019,566529,SF,SF,122
8/10/2019,567320,CWS,CWS,179
8/10/2019,567418,MIA,MIA,161
8/10/2019,567610,MIL,TEX,164
8/10/2019,564989,BAL,HOU,145
8/10/2019,565861,LAD,ARI,150
8/10/2019,565861,LAD,LAD,127
8/10/2019,566332,SD,COL,141
8/10/2019,566433,SEA,SEA,130
8/10/2019,566433,SEA,TB,145
8/10/2019,566623,STL,PIT,119
8/10/2019,566920,TOR,TOR,185
8/10/2019,567320,CWS,NULL,1
8/10/2019,565566,DET,DET,163
8/10/2019,566043,NYM,WSH,126
8/10/2019,566332,SD,SD,147
8/10/2019,564989,BAL,NULL,1
8/10/2019,564989,BAL,BAL,154
8/10/2019,565088,BOS,BOS,164
8/10/2019,565088,BOS,LAA,163
8/10/2019,565279,CIN,CHC,157
8/10/2019,565279,CIN,CIN,147
8/10/2019,565566,DET,KC,137
8/10/2019,566529,SF,PHI,117
8/10/2019,566623,STL,STL,123
8/10/2019,566920,TOR,NYY,176
8/10/2019,567022,MIN,CLE,122
8/10/2019,567022,MIN,MIN,158
8/10/2019,567320,CWS,OAK,122
8/10/2019,567418,MIA,ATL,154
8/10/2019,567610,MIL,MIL,143
8/11/2019,564990,BAL,BAL,172
8/11/2019,565280,CIN,CIN,134
8/11/2019,565567,DET,KC,119
8/11/2019,565862,LAD,NULL,1
8/11/2019,566434,SEA,NULL,1
8/11/2019,566434,SEA,SEA,120
8/11/2019,566624,STL,STL,149
8/11/2019,564990,BAL,HOU,191
8/11/2019,565089,BOS,BOS,180
8/11/2019,565089,BOS,LAA,174
8/11/2019,565280,CIN,CHC,151
8/11/2019,566044,NYM,NYM,176
8/11/2019,566530,SF,SF,190
8/11/2019,566921,TOR,TOR,136
8/11/2019,567023,MIN,CLE,157
8/11/2019,567321,CWS,CWS,145
8/11/2019,567321,CWS,OAK,127
8/11/2019,567419,MIA,ATL,171
8/11/2019,567419,MIA,MIA,160
8/11/2019,566044,NYM,WSH,156
8/11/2019,566530,SF,PHI,142
8/11/2019,566921,TOR,NYY,121
8/11/2019,567023,MIN,MIN,159
8/11/2019,567611,MIL,MIL,131
8/11/2019,567611,MIL,TEX,121
8/11/2019,565567,DET,DET,178
8/11/2019,565862,LAD,ARI,126
8/11/2019,565862,LAD,LAD,130
8/11/2019,566333,SD,COL,117
8/11/2019,566333,SD,SD,165
8/11/2019,566434,SEA,TB,101
8/11/2019,566624,STL,PIT,172
8/12/2019,565470,COL,ARI,170
8/12/2019,565952,WSH,CIN,160
8/12/2019,566334,SD,TB,131
8/12/2019,567518,NYY,BAL,154
8/12/2019,565378,CLE,CLE,149
8/12/2019,565470,COL,COL,135
8/12/2019,565952,WSH,WSH,166
8/12/2019,566922,TOR,TOR,120
8/12/2019,567479,NYY,NULL,1
8/12/2019,567518,NYY,NYY,150
8/12/2019,566334,SD,SD,204
8/12/2019,567479,NYY,BAL,138
8/12/2019,564791,LAA,LAA,150
8/12/2019,564791,LAA,PIT,153
8/12/2019,565378,CLE,BOS,148
8/12/2019,566922,TOR,TEX,171
8/12/2019,567479,NYY,NYY,166
8/13/2019,565568,DET,DET,184
8/13/2019,566923,TOR,TEX,145
8/13/2019,567322,CWS,CWS,104
8/13/2019,567612,MIL,MIL,186
8/13/2019,564792,LAA,PIT,158
8/13/2019,565379,CLE,BOS,172
8/13/2019,565471,COL,COL,149
8/13/2019,565760,KC,STL,147
8/13/2019,565953,WSH,CIN,121
8/13/2019,565953,WSH,WSH,128
8/13/2019,566335,SD,NULL,1
8/13/2019,566335,SD,TB,172
8/13/2019,566531,SF,SF,151
8/13/2019,566923,TOR,TOR,144
8/13/2019,567119,PHI,CHC,140
8/13/2019,567119,PHI,PHI,143
8/13/2019,567224,ATL,NYM,138
8/13/2019,567322,CWS,HOU,114
8/13/2019,567323,CWS,CWS,173
8/13/2019,567420,MIA,LAD,134
8/13/2019,567519,NYY,BAL,171
8/13/2019,564792,LAA,LAA,188
8/13/2019,565568,DET,SEA,185
8/13/2019,567224,ATL,ATL,150
8/13/2019,567612,MIL,MIN,155
8/13/2019,565379,CLE,CLE,203
8/13/2019,565471,COL,ARI,171
8/13/2019,565760,KC,NULL,1
8/13/2019,565760,KC,KC,149
8/13/2019,566335,SD,SD,176
8/13/2019,566531,SF,OAK,132
8/13/2019,567323,CWS,HOU,139
8/13/2019,567420,MIA,MIA,207
8/13/2019,567519,NYY,NYY,125
8/14/2019,564793,LAA,LAA,130
8/14/2019,564793,LAA,PIT,149
8/14/2019,565472,COL,COL,148
8/14/2019,565761,KC,KC,152
8/14/2019,565761,KC,STL,128
8/14/2019,565954,WSH,CIN,184
8/14/2019,566924,TOR,TEX,155
8/14/2019,567120,PHI,CHC,133
8/14/2019,567520,NYY,BAL,128
8/14/2019,565380,CLE,BOS,142
8/14/2019,565954,WSH,WSH,167
8/14/2019,566336,SD,SD,164
8/14/2019,566532,SF,OAK,142
8/14/2019,567225,ATL,NYM,136
8/14/2019,567324,CWS,HOU,157
8/14/2019,567421,MIA,LAD,120
8/14/2019,567613,MIL,MIN,163
8/14/2019,565380,CLE,CLE,166
8/14/2019,565472,COL,ARI,155
8/14/2019,565569,DET,DET,164
8/14/2019,565569,DET,SEA,123
8/14/2019,566924,TOR,TOR,198
8/14/2019,567421,MIA,MIA,154
8/14/2019,567613,MIL,MIL,170
8/14/2019,566336,SD,TB,157
8/14/2019,566532,SF,SF,183
8/14/2019,567120,PHI,PHI,131
8/14/2019,567225,ATL,NULL,2
8/14/2019,567225,ATL,ATL,157
8/14/2019,567324,CWS,CWS,168
8/14/2019,567520,NYY,NYY,167
8/15/2019,564888,ARI,ARI,164
8/15/2019,565281,CIN,STL,119
8/15/2019,565570,DET,SEA,118
8/15/2019,566144,OAK,OAK,128
8/15/2019,566826,TEX,MIN,157
8/15/2019,566826,TEX,TEX,175
8/15/2019,567226,ATL,ATL,180
8/15/2019,564794,LAA,CWS,148
8/15/2019,564794,LAA,LAA,130
8/15/2019,566144,OAK,HOU,120
8/15/2019,567422,MIA,LAD,177
8/15/2019,564888,ARI,SF,115
8/15/2019,567121,PHI,CHC,139
8/15/2019,567121,PHI,PHI,146
8/15/2019,567521,NYY,CLE,153
8/15/2019,567521,NYY,NYY,220
8/15/2019,565281,CIN,CIN,155
8/15/2019,565570,DET,DET,168
8/15/2019,567226,ATL,NYM,159
8/15/2019,567422,MIA,MIA,206
8/16/2019,565282,CIN,CIN,193
8/16/2019,565473,COL,COL,112
8/16/2019,566723,TB,DET,136
8/16/2019,566723,TB,TB,119
8/16/2019,567522,NYY,CLE,119
8/16/2019,567522,NYY,NYY,117
8/16/2019,565090,BOS,BOS,129
8/16/2019,565762,KC,NYM,134
8/16/2019,566145,OAK,OAK,225
8/16/2019,566236,PIT,CHC,120
8/16/2019,566827,TEX,MIN,157
8/16/2019,566925,TOR,TOR,153
8/16/2019,567122,PHI,PHI,159
8/16/2019,567227,ATL,ATL,138
8/16/2019,564795,LAA,CWS,148
8/16/2019,564795,LAA,LAA,140
8/16/2019,564889,ARI,SF,189
8/16/2019,565090,BOS,BAL,131
8/16/2019,565282,CIN,STL,122
8/16/2019,565762,KC,KC,133
8/16/2019,565955,WSH,MIL,113
8/16/2019,565955,WSH,WSH,154
8/16/2019,566827,TEX,TEX,148
8/16/2019,566925,TOR,SEA,108
8/16/2019,567122,PHI,SD,164
8/16/2019,567227,ATL,LAD,148
8/16/2019,564889,ARI,ARI,197
8/16/2019,565473,COL,MIA,107
8/16/2019,566145,OAK,HOU,181
8/16/2019,566236,PIT,PIT,118
8/17/2019,565091,BOS,BOS,140
8/17/2019,566237,PIT,CHC,139
8/17/2019,566926,TOR,SEA,148
8/17/2019,567123,PHI,PHI,152
8/17/2019,564890,ARI,SF,154
8/17/2019,565283,CIN,CIN,157
8/17/2019,565763,KC,NYM,133
8/17/2019,565956,WSH,MIL,222
8/17/2019,565956,WSH,WSH,218
8/17/2019,566237,PIT,PIT,114
8/17/2019,566828,TEX,MIN,144
8/17/2019,567228,ATL,ATL,178
8/17/2019,567523,NYY,CLE,138
8/17/2019,567523,NYY,NYY,143
8/17/2019,564796,LAA,CWS,145
8/17/2019,564796,LAA,LAA,163
8/17/2019,565091,BOS,BAL,152
8/17/2019,565283,CIN,STL,137
8/17/2019,565474,COL,COL,174
8/17/2019,565474,COL,MIA,147
8/17/2019,566146,OAK,HOU,152
8/17/2019,566724,TB,DET,192
8/17/2019,566724,TB,TB,166
8/17/2019,566828,TEX,TEX,185
8/17/2019,567228,ATL,LAD,141
8/17/2019,564890,ARI,ARI,191
8/17/2019,565763,KC,KC,131
8/17/2019,566146,OAK,OAK,143
8/17/2019,566926,TOR,TOR,122
8/17/2019,567123,PHI,SD,140
8/18/2019,565284,CIN,STL,152
8/18/2019,566147,OAK,HOU,114
8/18/2019,566725,TB,DET,150
8/18/2019,566725,TB,TB,151
8/18/2019,567124,PHI,PHI,141
8/18/2019,567229,ATL,ATL,139
8/18/2019,564797,LAA,CWS,144
8/18/2019,564797,LAA,LAA,135
8/18/2019,565284,CIN,CIN,145
8/18/2019,565764,KC,NYM,147
8/18/2019,565957,WSH,MIL,166
8/18/2019,565957,WSH,WSH,169
8/18/2019,566927,TOR,TOR,151
8/18/2019,564891,ARI,ARI,154
8/18/2019,565475,COL,COL,166
8/18/2019,565475,COL,MIA,195
8/18/2019,565764,KC,KC,154
8/18/2019,565956,WSH,MIL,38
8/18/2019,566147,OAK,OAK,154
8/18/2019,566927,TOR,SEA,96
8/18/2019,564891,ARI,SF,150
8/18/2019,565092,BOS,BAL,173
8/18/2019,565092,BOS,BOS,168
8/18/2019,565956,WSH,WSH,29
8/18/2019,566829,TEX,MIN,181
8/18/2019,566829,TEX,TEX,181
8/18/2019,567124,PHI,SD,163
8/18/2019,567229,ATL,LAD,144
8/18/2019,567524,NYY,CLE,181
8/18/2019,567524,NYY,NYY,174
8/19/2019,564892,ARI,ARI,123
8/19/2019,564991,BAL,KC,164
8/19/2019,565285,CIN,CIN,127
8/19/2019,566625,STL,MIL,113
8/19/2019,566830,TEX,TEX,189
8/19/2019,567024,MIN,CWS,169
8/19/2019,565285,CIN,SD,169
8/19/2019,565664,HOU,HOU,174
8/19/2019,566239,PIT,WSH,143
8/19/2019,564991,BAL,BAL,144
8/19/2019,566726,TB,SEA,141
8/19/2019,566726,TB,TB,157
8/19/2019,566830,TEX,LAA,226
8/19/2019,564892,ARI,COL,123
8/19/2019,565664,HOU,DET,167
8/19/2019,566239,PIT,PIT,181
8/19/2019,566625,STL,STL,145
8/19/2019,567024,MIN,MIN,144
8/20/2019,564992,BAL,BAL,116
8/20/2019,565184,CHC,CHC,130
8/20/2019,565665,HOU,HOU,148
8/20/2019,566148,OAK,NYY,115
8/20/2019,566148,OAK,OAK,135
8/20/2019,566626,STL,STL,154
8/20/2019,566831,TEX,LAA,150
8/20/2019,567230,ATL,MIA,135
8/20/2019,564893,ARI,ARI,108
8/20/2019,564992,BAL,KC,121
8/20/2019,565286,CIN,SD,147
8/20/2019,565665,HOU,DET,154
8/20/2019,565863,LAD,LAD,117
8/20/2019,565863,LAD,TOR,189
8/20/2019,566240,PIT,PIT,136
8/20/2019,566240,PIT,WSH,115
8/20/2019,566626,STL,MIL,171
8/20/2019,566727,TB,SEA,167
8/20/2019,566727,TB,TB,171
8/20/2019,566806,TEX,LAA,118
8/20/2019,567025,MIN,CWS,135
8/20/2019,567025,MIN,MIN,101
8/20/2019,567230,ATL,NULL,1
8/20/2019,567230,ATL,ATL,140
8/20/2019,564893,ARI,COL,138
8/20/2019,565184,CHC,SF,139
8/20/2019,566045,NYM,NYM,129
8/20/2019,566806,TEX,TEX,161
8/20/2019,566831,TEX,TEX,153
8/20/2019,565093,BOS,BOS,150
8/20/2019,565093,BOS,PHI,114
8/20/2019,565286,CIN,CIN,148
8/20/2019,566045,NYM,CLE,134
8/21/2019,564894,ARI,COL,142
8/21/2019,565287,CIN,SD,133
8/21/2019,565666,HOU,HOU,99
8/21/2019,565864,LAD,LAD,124
8/21/2019,565864,LAD,TOR,139
8/21/2019,566241,PIT,PIT,167
8/21/2019,566241,PIT,WSH,106
8/21/2019,566627,STL,STL,149
8/21/2019,566728,TB,SEA,130
8/21/2019,567026,MIN,MIN,172
8/21/2019,567231,ATL,ATL,125
8/21/2019,564993,BAL,BAL,154
8/21/2019,565094,BOS,PHI,153
8/21/2019,566149,OAK,NYY,104
8/21/2019,566832,TEX,LAA,172
8/21/2019,565094,BOS,BOS,160
8/21/2019,565185,CHC,CHC,138
8/21/2019,565287,CIN,CIN,148
8/21/2019,565666,HOU,DET,143
8/21/2019,566046,NYM,CLE,150
8/21/2019,566149,OAK,OAK,133
8/21/2019,567231,ATL,MIA,131
8/21/2019,564894,ARI,ARI,125
8/21/2019,564993,BAL,KC,161
8/21/2019,565185,CHC,SF,148
8/21/2019,566046,NYM,NYM,143
8/21/2019,566627,STL,MIL,116
8/21/2019,566728,TB,TB,167
8/21/2019,566832,TEX,TEX,147
8/21/2019,567026,MIN,CWS,114
8/22/2019,565085,BOS,BOS,10
8/22/2019,565667,HOU,DET,157
8/22/2019,566047,NYM,NYM,102
8/22/2019,566150,OAK,OAK,132
8/22/2019,565085,BOS,KC,9
8/22/2019,565186,CHC,CHC,132
8/22/2019,565667,HOU,HOU,136
8/22/2019,565865,LAD,LAD,123
8/22/2019,565865,LAD,TOR,127
8/22/2019,566150,OAK,NYY,135
8/22/2019,567232,ATL,ATL,126
8/22/2019,567232,ATL,MIA,133
8/22/2019,567325,CWS,TEX,108
8/22/2019,566047,NYM,CLE,101
8/22/2019,566242,PIT,PIT,172
8/22/2019,566242,PIT,WSH,152
8/22/2019,564994,BAL,BAL,145
8/22/2019,564994,BAL,TB,112
8/22/2019,565186,CHC,SF,108
8/22/2019,566628,STL,COL,141
8/22/2019,566628,STL,STL,129
8/22/2019,567325,CWS,CWS,136
8/23/2019,565668,HOU,LAA,141
8/23/2019,565866,LAD,NYY,140
8/23/2019,566337,SD,BOS,106
8/23/2019,566435,SEA,SEA,142
8/23/2019,567423,MIA,PHI,171
8/23/2019,567614,MIL,ARI,160
8/23/2019,567614,MIL,MIL,125
8/23/2019,564994,BAL,TB,43
8/23/2019,565381,CLE,CLE,138
8/23/2019,566048,NYM,NYM,210
8/23/2019,567027,MIN,MIN,156
8/23/2019,567326,CWS,CWS,126
8/23/2019,564995,BAL,BAL,150
8/23/2019,564995,BAL,TB,122
8/23/2019,565668,HOU,HOU,117
8/23/2019,566048,NYM,ATL,200
8/23/2019,566243,PIT,PIT,140
8/23/2019,567027,MIN,DET,136
8/23/2019,567423,MIA,MIA,192
8/23/2019,564994,BAL,BAL,38
8/23/2019,565187,CHC,CHC,187
8/23/2019,565187,CHC,WSH,121
8/23/2019,565381,CLE,KC,135
8/23/2019,565866,LAD,LAD,141
8/23/2019,566243,PIT,CIN,119
8/23/2019,566337,SD,SD,152
8/23/2019,566435,SEA,TOR,162
8/23/2019,566629,STL,COL,130
8/23/2019,566629,STL,STL,140
8/23/2019,567326,CWS,TEX,131
8/24/2019,564996,BAL,BAL,127
8/24/2019,564996,BAL,TB,135
8/24/2019,565382,CLE,CLE,145
8/24/2019,566049,NYM,ATL,144
8/24/2019,566244,PIT,PIT,141
8/24/2019,566436,SEA,SEA,169
8/24/2019,566630,STL,STL,144
8/24/2019,567028,MIN,DET,140
8/24/2019,567424,MIA,PHI,131
8/24/2019,567615,MIL,ARI,170
8/24/2019,565669,HOU,LAA,144
8/24/2019,565867,LAD,NYY,137
8/24/2019,566049,NYM,NYM,166
8/24/2019,566151,OAK,SF,179
8/24/2019,566244,PIT,CIN,152
8/24/2019,566630,STL,COL,143
8/24/2019,567327,CWS,TEX,135
8/24/2019,565382,CLE,KC,143
8/24/2019,565867,LAD,LAD,143
8/24/2019,566151,OAK,OAK,166
8/24/2019,566338,SD,BOS,180
8/24/2019,566338,SD,SD,155
8/24/2019,567615,MIL,MIL,154
8/24/2019,565188,CHC,CHC,170
8/24/2019,565188,CHC,WSH,165
8/24/2019,565669,HOU,HOU,178
8/24/2019,566436,SEA,TOR,165
8/24/2019,567028,MIN,MIN,155
8/24/2019,567327,CWS,CWS,150
8/24/2019,567424,MIA,MIA,213
8/25/2019,565383,CLE,KC,164
8/25/2019,565868,LAD,NYY,119
8/25/2019,566050,NYM,NYM,146
8/25/2019,566152,OAK,SF,129
8/25/2019,566245,PIT,CIN,166
8/25/2019,566339,SD,BOS,138
8/25/2019,566437,SEA,TOR,91
8/25/2019,567328,CWS,TEX,136
8/25/2019,564997,BAL,BAL,133
8/25/2019,564997,BAL,TB,154
8/25/2019,565189,CHC,CHC,215
8/25/2019,566245,PIT,PIT,160
8/25/2019,566631,STL,COL,161
8/25/2019,567029,MIN,DET,139
8/25/2019,567425,MIA,MIA,123
8/25/2019,565189,CHC,WSH,200
8/25/2019,565383,CLE,CLE,185
8/25/2019,565670,HOU,LAA,151
8/25/2019,567029,MIN,MIN,153
8/25/2019,567328,CWS,CWS,138
8/25/2019,565670,HOU,HOU,126
8/25/2019,565868,LAD,LAD,129
8/25/2019,566050,NYM,ATL,147
8/25/2019,566152,OAK,OAK,149
8/25/2019,566339,SD,SD,138
8/25/2019,566437,SEA,SEA,132
8/25/2019,566631,STL,STL,199
8/25/2019,567425,MIA,PHI,117
8/25/2019,567616,MIL,ARI,177
8/25/2019,567616,MIL,MIL,169
8/26/2019,565765,KC,KC,213
8/26/2019,565765,KC,OAK,157
8/26/2019,566438,SEA,NYY,142
8/26/2019,566438,SEA,SEA,121
8/26/2019,565418,COL,ATL,143
8/26/2019,565418,COL,COL,165
8/26/2019,566533,SF,ARI,155
8/26/2019,567125,PHI,PHI,156
8/26/2019,567426,MIA,MIA,158
8/26/2019,567617,MIL,MIL,179
8/26/2019,566340,SD,LAD,98
8/26/2019,566340,SD,SD,135
8/26/2019,567426,MIA,CIN,147
8/26/2019,567617,MIL,STL,169
8/26/2019,566533,SF,SF,154
8/26/2019,567125,PHI,PIT,170
8/27/2019,565571,DET,CLE,157
8/27/2019,565571,DET,DET,190
8/27/2019,565671,HOU,HOU,152
8/27/2019,565671,HOU,TB,162
8/27/2019,565766,KC,KC,130
8/27/2019,566534,SF,SF,160
8/27/2019,567427,MIA,CIN,165
8/27/2019,567618,MIL,MIL,167
8/27/2019,566534,SF,ARI,113
8/27/2019,567427,MIA,MIA,188
8/27/2019,564798,LAA,LAA,147
8/27/2019,565476,COL,BOS,168
8/27/2019,565766,KC,OAK,141
8/27/2019,565958,WSH,BAL,160
8/27/2019,565958,WSH,WSH,126
8/27/2019,566051,NYM,CHC,119
8/27/2019,566051,NYM,NYM,146
8/27/2019,566341,SD,LAD,132
8/27/2019,566341,SD,SD,159
8/27/2019,566928,TOR,ATL,131
8/27/2019,567126,PHI,PHI,141
8/27/2019,567329,CWS,CWS,145
8/27/2019,567329,CWS,MIN,148
8/27/2019,567618,MIL,STL,163
8/27/2019,564798,LAA,TEX,121
8/27/2019,565476,COL,COL,160
8/27/2019,566439,SEA,NYY,136
8/27/2019,566439,SEA,SEA,176
8/27/2019,566928,TOR,TOR,154
8/27/2019,567126,PHI,PIT,155
8/28/2019,565959,WSH,BAL,136
8/28/2019,566342,SD,LAD,155
8/28/2019,566440,SEA,NYY,164
8/28/2019,566440,SEA,SEA,175
8/28/2019,567127,PHI,PHI,122
8/28/2019,567330,CWS,MIN,140
8/28/2019,564799,LAA,LAA,171
8/28/2019,565477,COL,BOS,168
8/28/2019,565572,DET,DET,158
8/28/2019,565672,HOU,TB,149
8/28/2019,566929,TOR,TOR,175
8/28/2019,567127,PHI,PIT,189
8/28/2019,567330,CWS,CWS,152
8/28/2019,567428,MIA,CIN,141
8/28/2019,567619,MIL,STL,134
8/28/2019,565572,DET,CLE,117
8/28/2019,565672,HOU,HOU,153
8/28/2019,565959,WSH,WSH,170
8/28/2019,566929,TOR,ATL,164
8/28/2019,567428,MIA,MIA,143
8/28/2019,567619,MIL,MIL,136
8/28/2019,564799,LAA,TEX,110
8/28/2019,565477,COL,COL,173
8/28/2019,565767,KC,KC,141
8/28/2019,565767,KC,OAK,119
8/28/2019,566052,NYM,CHC,164
8/28/2019,566052,NYM,NYM,153
8/28/2019,566342,SD,SD,194
8/29/2019,565768,KC,KC,150
8/29/2019,565478,COL,COL,152
8/29/2019,565478,COL,PIT,150
8/29/2019,566053,NYM,CHC,135
8/29/2019,566053,NYM,NYM,126
8/29/2019,566535,SF,SD,139
8/29/2019,566833,TEX,TEX,162
8/29/2019,567331,CWS,CWS,184
8/29/2019,567331,CWS,MIN,154
8/29/2019,564895,ARI,ARI,157
8/29/2019,564895,ARI,LAD,149
8/29/2019,565768,KC,OAK,139
8/29/2019,566535,SF,SF,111
8/29/2019,566833,TEX,SEA,142
8/29/2019,567429,MIA,MIA,183
8/29/2019,565573,DET,CLE,121
8/29/2019,565573,DET,DET,152
8/29/2019,565673,HOU,HOU,155
8/29/2019,565673,HOU,TB,206
8/29/2019,567429,MIA,CIN,160
8/30/2019,565190,CHC,MIL,140
8/30/2019,565960,WSH,MIA,150
8/30/2019,566834,TEX,SEA,127
8/30/2019,566930,TOR,HOU,192
8/30/2019,566930,TOR,TOR,173
8/30/2019,567128,PHI,PHI,158
8/30/2019,565479,COL,COL,153
8/30/2019,565479,COL,PIT,155
8/30/2019,565574,DET,DET,184
8/30/2019,565960,WSH,WSH,160
8/30/2019,567233,ATL,ATL,142
8/30/2019,564800,LAA,BOS,248
8/30/2019,564800,LAA,LAA,196
8/30/2019,565574,DET,MIN,161
8/30/2019,565769,KC,BAL,111
8/30/2019,566536,SF,SF,132
8/30/2019,566729,TB,TB,134
8/30/2019,567128,PHI,NYM,145
8/30/2019,567233,ATL,CWS,168
8/30/2019,567525,NYY,NYY,188
8/30/2019,564896,ARI,ARI,153
8/30/2019,564896,ARI,LAD,147
8/30/2019,565190,CHC,CHC,150
8/30/2019,565769,KC,KC,202
8/30/2019,566536,SF,SD,161
8/30/2019,566729,TB,CLE,133
8/30/2019,566834,TEX,TEX,139
8/30/2019,567525,NYY,OAK,118
8/31/2019,565480,COL,COL,179
8/31/2019,565575,DET,MIN,156
8/31/2019,565961,WSH,MIA,120
8/31/2019,566537,SF,SD,139
8/31/2019,566633,STL,CIN,133
8/31/2019,567129,PHI,NYM,143
8/31/2019,567526,NYY,OAK,160
8/31/2019,564800,LAA,LAA,22
8/31/2019,564897,ARI,ARI,139
8/31/2019,564897,ARI,LAD,138
8/31/2019,566730,TB,CLE,146
8/31/2019,566730,TB,TB,138
8/31/2019,566835,TEX,SEA,105
8/31/2019,567129,PHI,PHI,165
8/31/2019,567234,ATL,CWS,179
8/31/2019,564801,LAA,BOS,149
8/31/2019,564801,LAA,LAA,147
8/31/2019,565191,CHC,CHC,144
8/31/2019,565770,KC,BAL,133
8/31/2019,565770,KC,KC,147
8/31/2019,565961,WSH,WSH,127
8/31/2019,566599,STL,STL,135
8/31/2019,566835,TEX,TEX,131
8/31/2019,566931,TOR,HOU,124
8/31/2019,566931,TOR,TOR,137
8/31/2019,567234,ATL,ATL,154
8/31/2019,567526,NYY,NYY,214
8/31/2019,564800,LAA,BOS,30
8/31/2019,565191,CHC,MIL,134
8/31/2019,565480,COL,PIT,138
8/31/2019,565575,DET,DET,169
8/31/2019,566537,SF,SF,130
8/31/2019,566599,STL,CIN,156
8/31/2019,566633,STL,STL,121
9/1/2019,564802,LAA,BOS,168
9/1/2019,564802,LAA,LAA,154
9/1/2019,564898,ARI,ARI,170
9/1/2019,564898,ARI,LAD,157
9/1/2019,565481,COL,PIT,127
9/1/2019,565771,KC,BAL,137
9/1/2019,566538,SF,SF,160
9/1/2019,566731,TB,TB,158
9/1/2019,566836,TEX,TEX,204
9/1/2019,566932,TOR,HOU,120
9/1/2019,566932,TOR,TOR,128
9/1/2019,567130,PHI,NYM,130
